C_size,A_size,log2(nwords),difficulty,#points,#distinguished_points,log2(#distinguished_points),#collisions,log2(#collisions),#updates,time(sec)
16, 16, 10.000000, 4, 1572805, 102061, 16.639072, 29117, 14.829574, 19, 29.428223
16, 16, 10.000000, 4, 16838218, 1084366, 20.048420, 315315, 18.266434, 212, 268.019997
16, 16, 10.000000, 4, 5711264, 362472, 18.467510, 106276, 16.697456, 71, 62.219899
16, 16, 10.000000, 4, 14289887, 917926, 19.808018, 264900, 18.015088, 179, 377.442669
16, 16, 10.000000, 4, 4080481, 262163, 18.000105, 75215, 16.198733, 51, 190.000523
16, 16, 10.000000, 4, 1308877, 83261, 16.345353, 24012, 14.551468, 16, 11.641730
16, 16, 10.000000, 4, 1405634, 88833, 16.438808, 26063, 14.669716, 17, 25.307405
16, 16, 10.000000, 4, 2552921, 164484, 17.327588, 47495, 15.535488, 32, 26.785133
16, 16, 10.000000, 4, 1007493, 64301, 15.972554, 18506, 14.175705, 12, 38.471058
16, 16, 10.000000, 4, 1615775, 103569, 16.660233, 30364, 14.890074, 20, 27.911163
16, 16, 10.000000, 4, 8967389, 572268, 19.126331, 167156, 17.350836, 112, 105.027686
16, 16, 10.000000, 4, 5698108, 362376, 18.467128, 104965, 16.679549, 70, 94.082816
16, 16, 10.000000, 4, 2814556, 179616, 17.454556, 51791, 15.660414, 35, 63.917831
16, 16, 10.000000, 4, 1782810, 112678, 16.781846, 32340, 14.981032, 22, 15.613077
16, 16, 10.000000, 4, 193672, 12966, 13.662446, 3574, 11.803324, 2, 5.578132
16, 16, 10.000000, 4, 4942624, 321143, 18.292856, 91552, 16.482304, 62, 142.556732
16, 16, 10.000000, 4, 2797279, 182267, 17.475694, 53183, 15.698678, 35, 35.356970
16, 16, 10.000000, 4, 3702049, 240691, 17.876823, 68822, 16.070582, 47, 46.672829
16, 16, 10.000000, 4, 3305363, 212935, 17.700054, 62867, 15.940015, 41, 42.106150
16, 16, 10.000000, 4, 121192, 8513, 13.055452, 2029, 10.986553, 1, 2.168408
16, 16, 10.000000, 4, 5724772, 361351, 18.463041, 106375, 16.698800, 70, 118.539174
16, 16, 10.000000, 4, 1702738, 113472, 16.791977, 32663, 14.995370, 22, 15.112207
16, 16, 10.000000, 4, 233606, 15024, 13.874981, 4207, 12.038576, 2, 13.500123
16, 16, 10.000000, 4, 891433, 57830, 15.819530, 16547, 14.014282, 11, 16.089744
16, 16, 10.000000, 4, 1112663, 73621, 16.167830, 20736, 14.339850, 14, 49.058720
16, 16, 10.000000, 4, 8510, 584, 9.189825, 143, 7.159871, 0, 0.631921
16, 16, 10.000000, 4, 2481604, 161261, 17.299038, 45895, 15.486049, 31, 90.922927
16, 16, 10.000000, 4, 7911, 549, 9.100662, 123, 6.942515, 0, 3.766849
16, 16, 10.000000, 4, 5748407, 372406, 18.506517, 105667, 16.689165, 73, 78.324574
16, 16, 10.000000, 4, 3842765, 249744, 17.930090, 72042, 16.136551, 49, 49.702707
16, 16, 10.000000, 4, 517989, 34590, 15.078067, 9787, 13.256651, 6, 22.229491
16, 16, 10.000000, 4, 172051, 12408, 13.598983, 2984, 11.543032, 2, 2.789047
16, 16, 10.000000, 4, 82735, 5794, 12.500344, 1419, 10.470659, 1, 1.398468
16, 16, 10.000000, 4, 1919669, 126674, 16.950761, 35702, 15.123717, 24, 24.281788
16, 16, 10.000000, 4, 2800926, 184211, 17.491000, 52452, 15.678710, 36, 50.476328
16, 16, 10.000000, 4, 3273290, 210727, 17.685016, 61412, 15.906233, 41, 36.291007
16, 16, 10.000000, 4, 740400, 47749, 15.543183, 13592, 13.730470, 9, 23.655132
16, 16, 10.000000, 4, 8042842, 516528, 18.978487, 150174, 17.196276, 101, 93.369377
16, 16, 10.000000, 4, 4688241, 303972, 18.213579, 88506, 16.433488, 59, 55.586963
16, 16, 10.000000, 4, 181574, 12548, 13.615170, 3169, 11.629812, 2, 6.818334
16, 16, 10.000000, 4, 274544, 17184, 14.068778, 4799, 12.228518, 3, 17.058238
16, 16, 10.000000, 4, 1017155, 65282, 15.994398, 18790, 14.197677, 12, 32.240420
16, 16, 10.000000, 4, 1279789, 79826, 16.284571, 23739, 14.534972, 15, 83.043014
16, 16, 10.000000, 4, 5045231, 321001, 18.292218, 93088, 16.506308, 62, 139.170038
16, 16, 10.000000, 4, 4570061, 291032, 18.150818, 85136, 16.377482, 57, 45.597356
16, 16, 10.000000, 4, 2071877, 133045, 17.021555, 38194, 15.221058, 26, 10.601317
16, 16, 10.000000, 4, 7036117, 452126, 18.786365, 130793, 16.996926, 88, 204.125195
16, 16, 10.000000, 4, 2430070, 157455, 17.264580, 45002, 15.457701, 30, 37.378762
16, 16, 10.000000, 4, 4787442, 313121, 18.256361, 89154, 16.444012, 61, 45.441955
16, 16, 10.000000, 4, 2901608, 184107, 17.490185, 53494, 15.707089, 36, 95.733263
16, 16, 10.000000, 4, 2054937, 133683, 17.028456, 38086, 15.216973, 26, 16.313453
16, 16, 10.000000, 4, 1594204, 105510, 16.687020, 29727, 14.859486, 20, 17.127590
16, 16, 10.000000, 4, 154917, 10477, 13.354938, 2872, 11.487840, 2, 1.297769
16, 16, 10.000000, 4, 4388585, 271046, 18.048178, 80260, 16.292394, 53, 69.370732
16, 16, 10.000000, 4, 145047, 9938, 13.278740, 2703, 11.400346, 1, 2.399862
16, 16, 10.000000, 4, 1276070, 82764, 16.336716, 23536, 14.522582, 16, 66.431726
16, 16, 10.000000, 4, 4585311, 290177, 18.146574, 84147, 16.360624, 56, 28.742673
16, 16, 10.000000, 4, 3056315, 199651, 17.607121, 57208, 15.803929, 39, 57.919043
16, 16, 10.000000, 4, 5231255, 337245, 18.363438, 96497, 16.558196, 66, 65.690539
16, 16, 10.000000, 4, 1950911, 126236, 16.945764, 36370, 15.150461, 24, 25.559485
16, 16, 10.000000, 4, 1733055, 112790, 16.783280, 31445, 14.940543, 22, 31.406363
16, 16, 10.000000, 4, 3861232, 247381, 17.916375, 70589, 16.107156, 48, 44.940307
16, 16, 10.000000, 4, 8165790, 523273, 18.997204, 152207, 17.215675, 102, 91.936448
16, 16, 10.000000, 4, 349654, 21897, 14.418446, 5914, 12.529919, 4, 6.403028
16, 16, 10.000000, 4, 3958735, 255059, 17.960471, 73853, 16.172369, 49, 51.928017
16, 16, 10.000000, 4, 80031, 5612, 12.454299, 1318, 10.364135, 1, 1.624220
16, 16, 10.000000, 4, 288407, 18811, 14.199289, 5267, 12.362766, 3, 5.925206
16, 16, 10.000000, 4, 1315356, 85601, 16.385340, 24910, 14.604437, 16, 20.109425
16, 16, 10.000000, 4, 1054202, 70037, 16.095830, 19031, 14.216064, 13, 22.602500
16, 16, 10.000000, 4, 199101, 13563, 13.727389, 3607, 11.816584, 2, 2.288752
16, 16, 10.000000, 4, 145463, 10546, 13.364408, 2582, 11.334273, 2, 3.423982
16, 16, 10.000000, 4, 669296, 41973, 15.357174, 12031, 13.554469, 8, 5.999897
16, 16, 10.000000, 4, 270144, 18280, 14.157978, 5080, 12.310613, 3, 8.088092
16, 16, 10.000000, 4, 8790965, 560709, 19.096893, 163580, 17.319637, 109, 109.125689
16, 16, 10.000000, 4, 2064914, 133351, 17.024869, 37981, 15.212990, 26, 20.440246
16, 16, 10.000000, 4, 301387, 20941, 14.354043, 5282, 12.366869, 4, 9.397060
16, 16, 10.000000, 4, 3436572, 219737, 17.745418, 63880, 15.963077, 43, 32.463961
16, 16, 10.000000, 4, 638698, 40335, 15.299745, 11998, 13.550506, 7, 45.676176
16, 16, 10.000000, 4, 2006153, 127990, 16.965672, 37354, 15.188975, 25, 14.995348
16, 16, 10.000000, 4, 470411, 30409, 14.892211, 8691, 13.085306, 5, 8.861892
16, 16, 10.000000, 4, 162220, 10938, 13.417061, 2944, 11.523562, 2, 2.818821
16, 16, 10.000000, 4, 28722, 2021, 10.980854, 502, 8.971544, 0, 13.513759
16, 16, 10.000000, 4, 5435264, 347558, 18.406894, 100749, 16.620406, 68, 42.035250
16, 16, 10.000000, 4, 558794, 36331, 15.148913, 10360, 13.338736, 7, 133.835811
16, 16, 10.000000, 4, 3229290, 211368, 17.689397, 60455, 15.883574, 41, 179.612792
16, 16, 10.000000, 4, 1183934, 75151, 16.197505, 21959, 14.422525, 14, 12.200530
16, 16, 10.000000, 4, 4953170, 319415, 18.285073, 92337, 16.494621, 62, 72.916369
16, 16, 10.000000, 4, 2208737, 140844, 17.103739, 41125, 15.327728, 27, 29.810299
16, 16, 10.000000, 4, 1607200, 103153, 16.654426, 29932, 14.869401, 20, 18.766808
16, 16, 10.000000, 4, 1280049, 87030, 16.409225, 23986, 14.549905, 17, 12.592666
16, 16, 10.000000, 4, 9586586, 613601, 19.226941, 179036, 17.449890, 120, 105.789409
16, 16, 10.000000, 4, 7127656, 444979, 18.763378, 130313, 16.991621, 87, 117.940727
16, 16, 10.000000, 4, 1953253, 127808, 16.963619, 36507, 15.155885, 25, 112.878047
16, 16, 10.000000, 4, 2812359, 181045, 17.465989, 53058, 15.695283, 35, 63.332876
16, 16, 10.000000, 4, 5254641, 334113, 18.349977, 96642, 16.560363, 65, 949.419806
16, 16, 10.000000, 4, 224488, 15874, 13.954378, 4035, 11.978353, 3, 2.495029
16, 16, 10.000000, 4, 2435894, 160053, 17.288190, 45986, 15.488907, 31, 30.086922
16, 16, 10.000000, 4, 635464, 41056, 15.325305, 11383, 13.474593, 8, 28.756599
16, 16, 10.000000, 4, 9167035, 582427, 19.151718, 171140, 17.384817, 114, 198.512936
16, 16, 10.000000, 4, 805406, 52352, 15.675957, 15030, 13.875557, 10, 13.303761
16, 16, 10.000000, 4, 1326565, 87589, 16.418462, 25405, 14.632825, 17, 31.771465
16, 16, 10.000000, 4, 910657, 58982, 15.847987, 16829, 14.038662, 11, 13.107860
16, 16, 10.000000, 4, 1071724, 66417, 16.019265, 19134, 14.223851, 13, 20.473942
16, 16, 10.000000, 4, 1821398, 118619, 16.855976, 33958, 15.051464, 23, 41.717640
16, 16, 10.000000, 4, 154141, 10196, 13.315716, 2719, 11.408860, 1, 2.602372
16, 16, 10.000000, 4, 353605, 24247, 14.565519, 6502, 12.666668, 4, 21.701523
16, 16, 10.000000, 4, 1757753, 112448, 16.778898, 32668, 14.995591, 22, 18.955042
16, 16, 10.000000, 4, 5768708, 369225, 18.494141, 107874, 16.718988, 72, 63.747795
16, 16, 10.000000, 4, 6582263, 421757, 18.686052, 123247, 16.911193, 82, 161.419456
16, 16, 10.000000, 4, 4860419, 312152, 18.251889, 89562, 16.450599, 61, 59.948377
16, 16, 10.000000, 4, 2543927, 164570, 17.328342, 46939, 15.518499, 32, 14.676317
16, 16, 10.000000, 4, 832606, 55560, 15.761759, 15168, 13.888743, 10, 18.613523
16, 16, 10.000000, 4, 1090911, 71529, 16.126241, 20074, 14.293041, 13, 22.620163
16, 16, 10.000000, 4, 406059, 27038, 14.722701, 7773, 12.924256, 5, 27.245371
16, 16, 10.000000, 4, 10297584, 656680, 19.324831, 191961, 17.550454, 128, 129.298743
16, 16, 10.000000, 4, 4300298, 276185, 18.075275, 79932, 16.286486, 54, 129.533088
16, 16, 10.000000, 4, 4101869, 263201, 18.005805, 77272, 16.237658, 51, 41.746494
16, 16, 10.000000, 4, 811466, 52996, 15.693596, 15331, 13.904164, 10, 7.352043
16, 16, 10.000000, 4, 1266112, 83189, 16.344105, 23193, 14.501402, 16, 10.323234
16, 16, 10.000000, 4, 140594, 9188, 13.165535, 2534, 11.307201, 1, 5.663874
16, 16, 10.000000, 4, 375368, 25674, 14.648020, 6784, 12.727920, 5, 11.531199
16, 16, 10.000000, 4, 435329, 28785, 14.813030, 8042, 12.973339, 5, 5.972652
16, 16, 10.000000, 4, 2536826, 168765, 17.364656, 47862, 15.546593, 33, 42.959706
16, 16, 10.000000, 4, 2060412, 133447, 17.025907, 39461, 15.268140, 26, 63.673728
16, 16, 10.000000, 4, 207774, 14041, 13.777358, 3849, 11.910268, 2, 5.779662
16, 16, 10.000000, 4, 1971950, 125850, 16.941346, 36298, 15.147602, 24, 27.266979
16, 16, 10.000000, 4, 728880, 48728, 15.572463, 13297, 13.698813, 9, 10.501491
16, 16, 10.000000, 4, 604882, 36960, 15.173677, 10965, 13.420618, 7, 27.912157
16, 16, 10.000000, 4, 5460701, 350100, 18.417408, 101413, 16.629883, 68, 73.666101
16, 16, 10.000000, 4, 919225, 60541, 15.885625, 17693, 14.110891, 11, 14.919955
16, 16, 10.000000, 4, 360466, 21421, 14.386738, 6285, 12.617697, 4, 10.246316
16, 16, 10.000000, 4, 2005624, 127858, 16.964183, 36606, 15.159793, 25, 19.036979
16, 16, 10.000000, 4, 7591803, 479482, 18.871117, 141313, 17.108535, 94, 189.246548
16, 16, 10.000000, 4, 152559, 10648, 13.378295, 2603, 11.345960, 2, 2.750338
16, 16, 10.000000, 4, 4283148, 279916, 18.094634, 80939, 16.304547, 54, 34.344343
16, 16, 10.000000, 4, 1502281, 97750, 16.576809, 28389, 14.793044, 19, 30.121866
16, 16, 10.000000, 4, 1195135, 77011, 16.232777, 22544, 14.460456, 15, 34.081861
16, 16, 10.000000, 4, 796210, 49570, 15.597180, 14257, 13.799383, 9, 10.393086
16, 16, 10.000000, 4, 2843117, 184060, 17.489817, 52874, 15.690271, 36, 66.843913
16, 16, 10.000000, 4, 14593029, 935973, 19.836107, 272604, 18.056447, 183, 387.003481
16, 16, 10.000000, 4, 7183272, 458947, 18.807968, 133352, 17.024880, 90, 100.942957
16, 16, 10.000000, 4, 3011319, 191147, 17.544323, 55454, 15.759004, 37, 30.180645
16, 16, 10.000000, 4, 740647, 47016, 15.520864, 13650, 13.736613, 9, 8.306185
16, 16, 10.000000, 4, 2260713, 143708, 17.132781, 42590, 15.378227, 28, 42.925015
16, 16, 10.000000, 4, 878323, 56486, 15.785606, 16367, 13.998502, 11, 7.973480
16, 16, 10.000000, 4, 1421334, 92453, 16.496433, 25860, 14.658435, 18, 14.235476
16, 16, 10.000000, 4, 507211, 31244, 14.931292, 9171, 13.162863, 6, 4.931999
16, 16, 10.000000, 4, 6680785, 429244, 18.711438, 123082, 16.909260, 84, 90.332308
16, 16, 10.000000, 4, 463111, 31560, 14.945810, 8384, 13.033423, 6, 7.954734
16, 16, 10.000000, 4, 1880569, 117508, 16.842399, 34774, 15.085721, 23, 18.088178
16, 16, 10.000000, 4, 5070232, 327395, 18.320673, 93811, 16.517469, 64, 49.620645
16, 16, 10.000000, 4, 2920603, 188938, 17.527553, 55265, 15.754078, 37, 62.728220
16, 16, 10.000000, 4, 685088, 43049, 15.393692, 12644, 13.626165, 8, 6.611862
16, 16, 10.000000, 4, 873007, 53331, 15.702687, 14909, 13.863896, 10, 9.737532
16, 16, 10.000000, 4, 3491050, 219963, 17.746901, 64112, 15.968307, 43, 48.449081
16, 16, 10.000000, 4, 103895, 7105, 12.794619, 1796, 10.810572, 1, 2.625250
16, 16, 10.000000, 4, 662389, 41520, 15.341519, 12076, 13.559855, 8, 10.035576
16, 16, 10.000000, 4, 2993863, 194255, 17.567592, 55873, 15.769864, 38, 36.841763
16, 16, 10.000000, 4, 27272, 2012, 10.974415, 455, 8.829723, 0, 1.305784
16, 16, 10.000000, 4, 734341, 46272, 15.497852, 13685, 13.740308, 9, 6.564409
16, 16, 10.000000, 4, 655500, 40977, 15.322527, 11932, 13.542548, 8, 6.855485
16, 16, 10.000000, 4, 600371, 37777, 15.205221, 11147, 13.444368, 7, 16.115919
16, 16, 10.000000, 4, 1459818, 97803, 16.577591, 28189, 14.782845, 19, 11.107341
16, 16, 10.000000, 4, 172319, 12329, 13.589768, 3128, 11.611025, 2, 7.839623
16, 16, 10.000000, 4, 4911519, 321421, 18.294105, 91608, 16.483186, 62, 120.689380
16, 16, 10.000000, 4, 1512105, 97171, 16.568238, 28219, 14.784379, 19, 18.823924
16, 16, 10.000000, 4, 1955016, 128298, 16.969139, 36806, 15.167653, 25, 63.609981
16, 16, 10.000000, 4, 2323498, 153274, 17.225753, 43665, 15.414190, 30, 20.791239
16, 16, 10.000000, 4, 1247196, 80284, 16.292825, 22631, 14.466013, 15, 66.094575
16, 16, 10.000000, 4, 7378481, 479949, 18.872522, 138752, 17.082149, 94, 90.531344
16, 16, 10.000000, 4, 2566295, 161368, 17.299995, 47314, 15.529980, 31, 25.014339
16, 16, 10.000000, 4, 11231136, 719055, 19.455743, 207215, 17.660769, 140, 74.779295
16, 16, 10.000000, 4, 219870, 15274, 13.898790, 4270, 12.060020, 2, 3.320853
16, 16, 10.000000, 4, 1096923, 70623, 16.107850, 19609, 14.259228, 13, 20.375363
16, 16, 10.000000, 4, 4409295, 282060, 18.105643, 81989, 16.323143, 55, 55.769057
16, 16, 10.000000, 4, 1101713, 71868, 16.133062, 20367, 14.313946, 14, 27.073306
16, 16, 10.000000, 4, 911443, 58482, 15.835705, 17232, 14.072803, 11, 9.594157
16, 16, 10.000000, 4, 3058447, 195609, 17.577613, 56642, 15.789585, 38, 53.526863
16, 16, 10.000000, 4, 856658, 54995, 15.747013, 15662, 13.934981, 10, 63.652614
16, 16, 10.000000, 4, 3022266, 189880, 17.534728, 56251, 15.779591, 37, 80.907311
16, 16, 10.000000, 4, 613156, 38414, 15.229345, 11117, 13.440480, 7, 7.471784
16, 16, 10.000000, 4, 7619135, 482888, 18.881329, 141125, 17.106614, 94, 219.808921
16, 16, 10.000000, 4, 2797810, 179145, 17.450768, 51173, 15.643095, 35, 48.765624
16, 16, 10.000000, 4, 2069388, 134526, 17.037526, 38684, 15.239449, 26, 69.531701
16, 16, 10.000000, 4, 1316160, 85215, 16.378820, 24125, 14.558241, 16, 12.076037
16, 16, 10.000000, 4, 160357, 10693, 13.384379, 2720, 11.409391, 2, 1.759462
16, 16, 10.000000, 4, 612634, 40254, 15.296845, 11272, 13.460456, 7, 6.095431
16, 16, 10.000000, 4, 1197724, 76862, 16.229983, 22330, 14.446696, 15, 1766.823442
16, 16, 10.000000, 4, 1373535, 85174, 16.378125, 24806, 14.598401, 16, 26.123856
16, 16, 10.000000, 4, 912010, 56646, 15.789686, 15935, 13.959911, 11, 17.556129
16, 16, 10.000000, 4, 2942915, 187198, 17.514205, 54299, 15.728638, 36, 74.032431
16, 16, 10.000000, 4, 2723621, 174178, 17.410203, 50164, 15.614365, 34, 19.898108
16, 16, 10.000000, 4, 2620747, 171979, 17.391873, 49518, 15.595665, 33, 22.409253
16, 16, 10.000000, 4, 1268639, 82425, 16.330794, 23803, 14.538856, 16, 13.950004
16, 16, 10.000000, 4, 810103, 53969, 15.719843, 14807, 13.853992, 10, 17.061857
16, 16, 10.000000, 4, 2227187, 143524, 17.130932, 42237, 15.366220, 28, 50.562889
16, 16, 10.000000, 4, 1368836, 87882, 16.423280, 25440, 14.634811, 17, 25.898638
16, 16, 10.000000, 4, 1522320, 98715, 16.590982, 28097, 14.778128, 19, 44.779936
16, 16, 10.000000, 4, 501070, 32581, 14.991743, 9628, 13.233020, 6, 6.738016
16, 16, 10.000000, 4, 442950, 28736, 14.810572, 8291, 13.017330, 5, 5.087243
16, 16, 10.000000, 4, 4088649, 263511, 18.007504, 76488, 16.222946, 51, 31.252837
16, 16, 10.000000, 4, 499097, 33293, 15.022931, 9092, 13.150382, 6, 15.610154
16, 16, 10.000000, 4, 673363, 41739, 15.349108, 11881, 13.536369, 8, 10.272389
16, 16, 10.000000, 4, 25117, 1721, 10.749031, 428, 8.741467, 0, 1.245782
16, 16, 10.000000, 4, 4532544, 287716, 18.134286, 86261, 16.396421, 56, 38.323139
16, 16, 10.000000, 4, 2074383, 130156, 16.989882, 38179, 15.220492, 25, 31.766756
16, 16, 10.000000, 4, 2673265, 169456, 17.370551, 48776, 15.573884, 33, 41.877382
16, 16, 10.000000, 4, 2643833, 169945, 17.374708, 48819, 15.575155, 33, 34.473591
16, 16, 10.000000, 4, 6255255, 401746, 18.615924, 117129, 16.837739, 78, 86.955847
16, 16, 10.000000, 4, 10690255, 691898, 19.400200, 199173, 17.603663, 135, 229.168168
16, 16, 10.000000, 4, 296797, 19897, 14.280263, 5192, 12.342075, 3, 3.924129
16, 16, 10.000000, 4, 2366171, 151987, 17.213588, 43982, 15.424626, 29, 34.044991
16, 16, 10.000000, 4, 3251573, 206738, 17.657444, 59438, 15.859098, 40, 37.383253
16, 16, 10.000000, 4, 2760541, 174743, 17.414875, 51114, 15.641431, 34, 59.192550
16, 16, 10.000000, 4, 6654668, 434729, 18.729757, 126225, 16.945638, 85, 118.665787
16, 16, 10.000000, 4, 993833, 61789, 15.915062, 17799, 14.119509, 12, 9.540698
16, 16, 10.000000, 4, 1862857, 117588, 16.843381, 34923, 15.091890, 23, 27.581250
16, 16, 10.000000, 4, 171649, 11419, 13.479149, 2864, 11.483816, 2, 6.017942
16, 16, 10.000000, 4, 1041770, 68167, 16.056786, 19463, 14.248446, 13, 17.310076
16, 16, 10.000000, 4, 1030241, 66630, 16.023884, 18960, 14.210671, 13, 16.088698
16, 16, 10.000000, 4, 3789273, 238406, 17.863061, 69640, 16.087629, 46, 56.886555
16, 16, 10.000000, 4, 9672, 655, 9.355351, 153, 7.257388, 0, 2.627997
16, 16, 10.000000, 4, 291216, 18254, 14.155925, 5032, 12.296916, 3, 16.417333
16, 16, 10.000000, 4, 35807, 2567, 11.325868, 603, 9.236014, 0, 3.816890
16, 16, 10.000000, 4, 1626467, 104436, 16.672260, 30652, 14.903694, 20, 113.579392
16, 16, 10.000000, 4, 212022, 15062, 13.878626, 3965, 11.953105, 2, 4.540164
16, 16, 10.000000, 4, 47207, 3326, 11.699572, 811, 9.663558, 0, 11.768878
16, 16, 10.000000, 4, 3302416, 215551, 17.717670, 61724, 15.913544, 42, 42.173089
16, 16, 10.000000, 4, 4575959, 291518, 18.153225, 84066, 16.359235, 57, 73.932018
16, 16, 10.000000, 4, 384886, 25692, 14.649032, 7281, 12.829921, 5, 6.811130
16, 16, 10.000000, 4, 12407856, 797150, 19.604492, 230881, 17.816790, 156, 132.538889
16, 16, 10.000000, 4, 511270, 33319, 15.024057, 9296, 13.182394, 6, 10.629915
16, 16, 10.000000, 4, 768850, 49766, 15.602873, 14476, 13.821375, 9, 29.583140
16, 16, 10.000000, 4, 727152, 46043, 15.490694, 13278, 13.696750, 9, 19.732537
16, 16, 10.000000, 4, 415669, 26935, 14.717194, 7327, 12.839007, 5, 3.328794
16, 16, 10.000000, 4, 1263732, 81798, 16.319778, 23307, 14.508476, 15, 21.388405
16, 16, 10.000000, 4, 2362195, 153774, 17.230452, 44087, 15.428066, 30, 23.517732
16, 16, 10.000000, 4, 4192199, 269833, 18.041707, 77883, 16.249021, 52, 69.835738
16, 16, 10.000000, 4, 2071247, 133864, 17.030409, 38755, 15.242095, 26, 42.892751
16, 16, 10.000000, 4, 6773834, 427086, 18.704167, 123571, 16.914981, 83, 138.858533
16, 16, 10.000000, 4, 5204802, 330082, 18.332465, 95174, 16.538280, 64, 80.248718
16, 16, 10.000000, 4, 732541, 46626, 15.508847, 13471, 13.717569, 9, 20.802399
16, 16, 10.000000, 4, 2054333, 138939, 17.084092, 38926, 15.248446, 27, 32.998988
16, 16, 10.000000, 4, 1681623, 105554, 16.687622, 30905, 14.915553, 20, 33.261770
16, 16, 10.000000, 4, 1379909, 92081, 16.490616, 26292, 14.682336, 18, 16.408895
16, 16, 10.000000, 4, 129952, 9353, 13.191213, 2335, 11.189207, 1, 2.548364
16, 16, 10.000000, 4, 6201213, 402558, 18.618837, 114382, 16.803501, 78, 62.079734
16, 16, 10.000000, 4, 4200004, 270437, 18.044933, 78275, 16.256264, 53, 102.773418
16, 16, 10.000000, 4, 16108493, 1027157, 19.970225, 297510, 18.182579, 201, 194.724684
16, 16, 10.000000, 4, 516883, 32748, 14.999119, 9188, 13.165535, 6, 16.930724
16, 16, 10.000000, 4, 459970, 31036, 14.921655, 8704, 13.087463, 6, 6.787677
16, 16, 10.000000, 4, 6647439, 424704, 18.696098, 124870, 16.930067, 83, 171.980132
16, 16, 10.000000, 4, 3711462, 239938, 17.872302, 68587, 16.065648, 46, 53.776188
16, 16, 10.000000, 4, 703160, 45147, 15.462343, 13070, 13.673972, 8, 7.153062
16, 16, 10.000000, 4, 6596908, 429019, 18.710682, 124454, 16.925253, 84, 104.240321
16, 16, 10.000000, 4, 711716, 46149, 15.494012, 12872, 13.651949, 9, 10.134421
16, 16, 10.000000, 4, 2228734, 145994, 17.155550, 42132, 15.362629, 28, 39.331682
16, 16, 10.000000, 4, 1508001, 98020, 16.580789, 27970, 14.771593, 19, 19.035548
16, 16, 10.000000, 4, 389908, 25239, 14.623367, 7192, 12.812177, 4, 3.642720
16, 16, 10.000000, 4, 330399, 23266, 14.505936, 6004, 12.551708, 4, 7.651596
16, 16, 10.000000, 4, 157385, 10278, 13.327272, 2844, 11.473706, 2, 1.616436
16, 16, 10.000000, 4, 2235445, 143587, 17.131566, 41280, 15.333155, 28, 22.184322
16, 16, 10.000000, 4, 2643277, 168764, 17.364648, 49056, 15.582142, 33, 20.176541
16, 16, 10.000000, 4, 688602, 44885, 15.453946, 13060, 13.672867, 8, 30.172971
16, 16, 10.000000, 4, 6223296, 393607, 18.586396, 116762, 16.833211, 77, 106.688114
16, 16, 10.000000, 4, 380184, 22562, 14.461607, 6797, 12.730682, 4, 29.252618
16, 16, 10.000000, 4, 4613013, 301217, 18.200444, 85611, 16.385509, 59, 57.266576
16, 16, 10.000000, 4, 997679, 62359, 15.928310, 18183, 14.150303, 12, 6.270782
16, 16, 10.000000, 4, 543037, 33476, 15.030840, 9925, 13.276851, 6, 31.839205
16, 16, 10.000000, 4, 2609716, 167489, 17.353707, 48061, 15.552579, 32, 26.803722
16, 16, 10.000000, 4, 731265, 48103, 15.553839, 13624, 13.733863, 9, 18.800981
16, 16, 10.000000, 4, 4181149, 267722, 18.030376, 77130, 16.235004, 52, 54.688295
16, 16, 10.000000, 4, 215799, 14325, 13.806248, 3899, 11.928888, 2, 5.099792
16, 16, 10.000000, 4, 2303838, 145843, 17.154057, 42975, 15.391210, 28, 31.602491
16, 16, 10.000000, 4, 4135499, 271959, 18.053030, 77941, 16.250095, 53, 50.257747
16, 16, 10.000000, 4, 867463, 57923, 15.821849, 15689, 13.937466, 11, 16.349915
16, 16, 10.000000, 4, 822446, 52723, 15.686145, 15072, 13.879583, 10, 12.568919
16, 16, 10.000000, 4, 2785368, 180218, 17.459384, 52494, 15.679865, 35, 52.031353
16, 16, 10.000000, 4, 7673260, 486925, 18.893340, 143062, 17.126281, 95, 80.005116
16, 16, 10.000000, 4, 835357, 54255, 15.727468, 15087, 13.881018, 10, 14.614186
16, 16, 10.000000, 4, 2731514, 174798, 17.415329, 50508, 15.624224, 34, 23.335262
16, 16, 10.000000, 4, 1748396, 112750, 16.782768, 32277, 14.978219, 22, 12.410121
16, 16, 10.000000, 4, 1183173, 74274, 16.180570, 21985, 14.424232, 14, 15.469367
16, 16, 10.000000, 4, 12132813, 777920, 19.569262, 227055, 17.792682, 152, 119.992181
16, 16, 10.000000, 4, 783780, 49166, 15.585373, 14306, 13.804333, 9, 12.017571
16, 16, 10.000000, 4, 694720, 46214, 15.496042, 13047, 13.671430, 9, 8.839132
16, 16, 10.000000, 4, 829729, 54029, 15.721446, 15312, 13.902375, 10, 22.296740
16, 16, 10.000000, 4, 5798921, 373110, 18.509242, 107623, 16.715627, 73, 105.900113
16, 16, 10.000000, 4, 348558, 22532, 14.459688, 6451, 12.655307, 4, 6.768155
16, 16, 10.000000, 4, 1157464, 75802, 16.209948, 21356, 14.382354, 14, 11.100943
16, 16, 10.000000, 4, 1827098, 113712, 16.795025, 33010, 15.010616, 22, 108.858448
16, 16, 10.000000, 4, 106615, 7141, 12.801910, 1924, 10.909893, 1, 4.623016
