C_size,A_size,log2(nwords),difficulty,#points,#distinguished_points,log2(#distinguished_points),#collisions,log2(#collisions),#updates,time(sec)
18, 18, 9.000000, 5, 1735948, 56738, 15.792028, 5775, 12.495605, 22, 10.770071
18, 18, 9.000000, 5, 47528950, 1517611, 20.533371, 155573, 17.247232, 595, 1879.487295
18, 18, 9.000000, 5, 40447363, 1283940, 20.292146, 132966, 17.020698, 503, 216.463288
18, 18, 9.000000, 5, 9693710, 308803, 18.236327, 31926, 14.962444, 121, 284.118393
18, 18, 9.000000, 5, 34369518, 1096270, 20.064172, 112675, 16.781808, 429, 187.761147
18, 18, 9.000000, 5, 12667861, 403936, 18.623767, 40982, 15.322703, 158, 88.298455
18, 18, 9.000000, 5, 19499317, 620966, 19.244155, 64154, 15.969252, 243, 477.435942
18, 18, 9.000000, 5, 45176533, 1446422, 20.464057, 148395, 17.179083, 567, 267.163244
18, 18, 9.000000, 5, 244025866, 7762922, 22.888168, 800222, 19.610041, 3043, 1669.233774
18, 18, 9.000000, 5, 1869299, 61257, 15.902587, 6053, 12.563435, 24, 34.027118
18, 18, 9.000000, 5, 7055967, 223083, 17.767221, 23157, 14.499161, 87, 107.873585
18, 18, 9.000000, 5, 33244791, 1058268, 20.013274, 110079, 16.748180, 415, 310.408673
18, 18, 9.000000, 5, 24007498, 769880, 19.554274, 78634, 16.262866, 301, 305.011974
18, 18, 9.000000, 5, 4099477, 131583, 17.005614, 13700, 13.741888, 51, 39.727221
18, 18, 9.000000, 5, 38163040, 1221460, 20.220175, 124728, 16.928426, 479, 296.855098
18, 18, 9.000000, 5, 5461287, 175898, 17.424380, 17753, 14.115775, 69, 67.071447
18, 18, 9.000000, 5, 27142838, 862791, 19.718652, 89155, 16.444028, 338, 290.091033
18, 18, 9.000000, 5, 8429550, 266858, 18.025713, 27897, 14.767822, 104, 124.645327
18, 18, 9.000000, 5, 773626, 24513, 14.581259, 2691, 11.393927, 9, 22.262244
18, 18, 9.000000, 5, 6737783, 214311, 17.709346, 22213, 14.439117, 83, 101.275414
18, 18, 9.000000, 5, 77235756, 2474131, 21.238490, 252849, 17.947917, 970, 1444.335097
18, 18, 9.000000, 5, 53377137, 1697397, 20.694893, 174598, 17.413678, 665, 745.551973
18, 18, 9.000000, 5, 56795842, 1807972, 20.785941, 187269, 17.514753, 708, 1227.886521
18, 18, 9.000000, 5, 26854315, 843119, 19.685377, 88273, 16.429685, 330, 873.908038
18, 18, 9.000000, 5, 59716421, 1911055, 20.865938, 195678, 17.578122, 749, 774.749442
18, 18, 9.000000, 5, 21487426, 681153, 19.377619, 70915, 16.113803, 267, 718.005428
18, 18, 9.000000, 5, 105104075, 3346116, 21.674056, 345495, 18.398305, 1311, 617.948659
18, 18, 9.000000, 5, 76316587, 2423243, 21.208508, 250011, 17.931632, 950, 1084.670395
18, 18, 9.000000, 5, 22003887, 704713, 19.426676, 71471, 16.125070, 276, 187.775068
18, 18, 9.000000, 5, 55756135, 1779493, 20.763035, 182199, 17.475156, 697, 3663.762532
18, 18, 9.000000, 5, 1735501, 54978, 15.746567, 5644, 12.462502, 21, 11.747081
18, 18, 9.000000, 5, 32706786, 1048349, 19.999688, 106432, 16.699572, 411, 218.499452
18, 18, 9.000000, 5, 20145863, 640649, 19.289175, 65553, 16.000374, 251, 121.326471
18, 18, 9.000000, 5, 10530508, 331137, 18.337069, 34634, 15.079901, 129, 74.211066
18, 18, 9.000000, 5, 884958, 27255, 14.734233, 2988, 11.544964, 10, 9.640921
18, 18, 9.000000, 5, 60770091, 1945606, 20.891788, 197956, 17.594820, 763, 354.634901
18, 18, 9.000000, 5, 263348821, 8375268, 22.997704, 865602, 19.723344, 3283, 3303.873474
18, 18, 9.000000, 5, 47302009, 1507549, 20.523773, 155409, 17.245711, 590, 361.718461
18, 18, 9.000000, 5, 15296088, 487823, 18.895998, 50475, 15.623281, 191, 268.586185
18, 18, 9.000000, 5, 12757936, 405676, 18.629968, 41897, 15.354559, 159, 90.295355
18, 18, 9.000000, 5, 4028564, 126829, 16.952525, 13161, 13.683981, 49, 79.238994
18, 18, 9.000000, 5, 31804533, 1013776, 19.951307, 103302, 16.656509, 397, 1108.096794
18, 18, 9.000000, 5, 4881422, 154029, 17.232842, 15851, 13.952286, 60, 61.109241
18, 18, 9.000000, 5, 44330391, 1410301, 20.427572, 144997, 17.145664, 553, 485.329699
18, 18, 9.000000, 5, 1757682, 55994, 15.772985, 5668, 12.468624, 21, 58.678277
18, 18, 9.000000, 5, 21339411, 679727, 19.374596, 69744, 16.089781, 266, 616.180412
18, 18, 9.000000, 5, 48031133, 1528927, 20.544088, 157583, 17.265752, 599, 565.181286
18, 18, 9.000000, 5, 17112268, 543201, 19.051127, 56007, 15.773320, 212, 378.031466
18, 18, 9.000000, 5, 23074174, 732732, 19.482926, 75574, 16.205602, 287, 206.863665
18, 18, 9.000000, 5, 1966234, 62213, 15.924928, 6563, 12.680140, 24, 14.193184
18, 18, 9.000000, 5, 5133003, 164753, 17.329945, 17015, 14.054520, 64, 104.222963
18, 18, 9.000000, 5, 110916854, 3524696, 21.749067, 363769, 18.472663, 1381, 910.665792
18, 18, 9.000000, 5, 9677251, 309645, 18.240256, 31792, 14.956376, 121, 114.584910
18, 18, 9.000000, 5, 3583499, 113719, 16.795114, 11470, 13.485578, 44, 92.647770
18, 18, 9.000000, 5, 20105393, 635286, 19.277047, 66648, 16.024274, 249, 434.193758
18, 18, 9.000000, 5, 16340367, 515453, 18.975481, 54061, 15.722301, 202, 111.070014
18, 18, 9.000000, 5, 6048106, 190714, 17.541051, 19706, 14.266347, 74, 67.621151
18, 18, 9.000000, 5, 7901307, 249945, 17.931251, 25684, 14.648582, 98, 106.152242
20, 20, 10.000000, 6, 210144524, 3345214, 21.673667, 340160, 18.375854, 655, 2053.758933
20, 20, 10.000000, 6, 819202270, 13031383, 23.635487, 1324646, 20.337175, 2554, 5661.749718
20, 20, 10.000000, 6, 135607146, 2149152, 21.035336, 220194, 17.748416, 421, 1484.416251
20, 20, 10.000000, 6, 12097104, 199058, 17.602829, 19632, 14.260920, 39, 94.383514
20, 20, 10.000000, 6, 203317191, 3239573, 21.627372, 326948, 18.318702, 635, 928.886473
20, 20, 10.000000, 6, 51017330, 817655, 19.641133, 83069, 16.342023, 160, 801.557047
20, 20, 10.000000, 6, 621744797, 9883611, 23.236607, 1004798, 19.938474, 1937, 13536.307004
20, 20, 10.000000, 6, 421125209, 6708031, 22.677458, 677122, 19.369056, 1314, 3751.808403
20, 20, 10.000000, 6, 143402724, 2282433, 21.122141, 232785, 17.828639, 447, 3320.884542
20, 20, 10.000000, 6, 59499078, 951422, 19.859726, 95567, 16.544225, 186, 671.583867
20, 20, 10.000000, 6, 181808292, 2890362, 21.462819, 294548, 18.168143, 566, 3220.241672
20, 20, 10.000000, 6, 6805638, 109595, 16.741822, 11003, 13.425609, 21, 74.512863
20, 20, 10.000000, 6, 20540398, 327999, 18.323332, 33321, 15.024144, 64, 282.991968
20, 20, 10.000000, 6, 727921069, 11591670, 23.466585, 1180157, 20.170547, 2272, 5896.832430
20, 20, 10.000000, 6, 61110199, 972058, 19.890683, 98846, 16.592895, 190, 730.217565
20, 20, 10.000000, 6, 48490610, 775654, 19.565054, 78770, 16.265359, 152, 321.811591
20, 20, 10.000000, 6, 408432535, 6455937, 22.622195, 661384, 19.335129, 1265, 5197.556071
20, 20, 10.000000, 6, 75975383, 1205333, 20.201000, 122899, 16.907114, 236, 928.388966
20, 20, 10.000000, 6, 1604822575, 25591502, 24.609161, 2597818, 21.308869, 5016, 11421.692410
20, 20, 10.000000, 6, 209619848, 3342222, 21.672376, 338549, 18.369005, 655, 2267.125914
20, 20, 10.000000, 6, 576590395, 9203053, 23.133681, 933434, 19.832188, 1804, 11942.283729
20, 20, 10.000000, 6, 35375734, 560223, 19.095642, 57670, 15.815533, 109, 212.081043
20, 20, 10.000000, 6, 86488782, 1369753, 20.385484, 139938, 17.094428, 268, 1710.308182
20, 20, 10.000000, 6, 100147254, 1580885, 20.592301, 161864, 17.304423, 309, 996.324355
20, 20, 10.000000, 6, 83275350, 1324745, 20.337283, 135324, 17.046058, 259, 1434.248200
20, 20, 10.000000, 6, 855022100, 13622339, 23.699471, 1380281, 20.396531, 2671, 17603.992253
20, 20, 10.000000, 6, 1201314248, 19088030, 24.186165, 1939562, 20.887299, 3742, 12223.327388
20, 20, 10.000000, 6, 129593599, 2058411, 20.973100, 211182, 17.688127, 403, 2494.981562
20, 20, 10.000000, 6, 344870671, 5492123, 22.388933, 556331, 19.085584, 1076, 2634.006756
20, 20, 10.000000, 6, 219667463, 3482701, 21.731775, 354797, 18.436634, 682, 1174.172254
20, 20, 10.000000, 6, 54724134, 868007, 19.727347, 89034, 16.442069, 170, 912.415529
20, 20, 10.000000, 6, 959054746, 15262014, 23.863442, 1552034, 20.565729, 2992, 5656.860817
20, 20, 10.000000, 6, 30207421, 476287, 18.861472, 48678, 15.570982, 93, 488.438158
20, 20, 10.000000, 6, 891862027, 14218918, 23.761308, 1440356, 20.457994, 2787, 6877.487912
20, 20, 10.000000, 6, 89482306, 1428224, 20.445791, 144559, 17.141299, 280, 2279.589234
20, 20, 10.000000, 6, 280491877, 4504124, 22.102815, 451812, 18.785363, 883, 3074.895337
20, 20, 10.000000, 6, 390865102, 6224487, 22.569524, 630387, 19.265878, 1220, 6161.784874
20, 20, 10.000000, 6, 41577868, 657875, 19.327454, 66902, 16.029762, 128, 694.193362
20, 20, 10.000000, 6, 68635496, 1094157, 20.061388, 111089, 16.761356, 214, 301.581964
20, 20, 10.000000, 6, 33613464, 533319, 19.024639, 54667, 15.738383, 104, 347.796817
20, 20, 10.000000, 6, 51472710, 825333, 19.654617, 82760, 16.336646, 161, 402.449003
20, 20, 10.000000, 6, 53245590, 859137, 19.712529, 85023, 16.375566, 168, 1017.752385
20, 20, 10.000000, 6, 179160520, 2853630, 21.444367, 286576, 18.128558, 559, 997.949930
20, 20, 10.000000, 6, 26247025, 414097, 18.659609, 42588, 15.378159, 81, 502.956299
20, 20, 10.000000, 6, 274630103, 4373776, 22.060448, 444240, 18.760980, 857, 1487.855596
20, 20, 10.000000, 6, 407738044, 6499723, 22.631947, 658111, 19.327971, 1274, 8645.495901
20, 20, 10.000000, 6, 24366579, 387005, 18.561993, 38714, 15.240568, 75, 426.345197
20, 20, 10.000000, 6, 88809187, 1397737, 20.414661, 144264, 17.138352, 274, 1146.566808
20, 20, 10.000000, 6, 31145982, 499901, 18.931283, 51136, 15.642052, 98, 247.951484
20, 20, 10.000000, 6, 193828752, 3088897, 21.558660, 314662, 18.263443, 605, 975.438329
20, 20, 10.000000, 6, 184913213, 2951557, 21.493045, 301144, 18.200094, 578, 2039.974895
20, 20, 10.000000, 6, 41246134, 658144, 19.328044, 66950, 16.030796, 129, 470.933914
20, 20, 10.000000, 6, 54144479, 866484, 19.724814, 87055, 16.409640, 170, 1391.040162
20, 20, 10.000000, 6, 1511589845, 24049537, 24.519506, 2444844, 21.221311, 4714, 8042.984110
20, 20, 10.000000, 6, 233152910, 3704621, 21.820895, 375779, 18.519525, 726, 2638.364441
20, 20, 10.000000, 6, 120231314, 1920503, 20.873053, 192924, 17.557673, 376, 4112.642288
20, 20, 10.000000, 6, 318330072, 5077783, 22.275767, 513235, 18.969260, 995, 1471.875786
20, 20, 10.000000, 6, 85161104, 1359285, 20.374417, 137464, 17.068694, 266, 1229.067414
20, 20, 10.000000, 6, 99784882, 1591043, 20.601541, 160379, 17.291126, 312, 2194.975595
20, 20, 10.000000, 6, 64662260, 1023727, 19.965400, 103888, 16.664669, 200, 1535.580830
20, 20, 10.000000, 6, 30561687, 484398, 18.885833, 48938, 15.578668, 94, 165.171935
20, 20, 10.000000, 6, 72987520, 1154932, 20.139376, 117490, 16.842178, 226, 319.094330
20, 20, 10.000000, 6, 262660392, 4188382, 21.997962, 425328, 18.698216, 821, 2280.674637
20, 20, 10.000000, 6, 26256082, 420507, 18.681770, 42274, 15.367483, 82, 435.728450
20, 20, 10.000000, 6, 150399834, 2387193, 21.186884, 242811, 17.889474, 468, 2590.479401
20, 20, 10.000000, 6, 249430379, 3953597, 21.914734, 402161, 18.617414, 775, 6503.427893
20, 20, 10.000000, 6, 224991374, 3579338, 21.771261, 368028, 18.489456, 702, 1948.815189
20, 20, 10.000000, 6, 1843357212, 29326974, 24.805725, 2976419, 21.505146, 5749, 9348.035655
20, 20, 10.000000, 6, 299184713, 4765990, 22.184344, 486844, 18.893100, 934, 3239.877213
20, 20, 10.000000, 6, 419170757, 6669136, 22.669068, 679738, 19.374619, 1308, 4581.808226
20, 20, 10.000000, 6, 943267246, 15068137, 23.844998, 1521541, 20.537102, 2954, 15417.152731
20, 20, 10.000000, 6, 90506736, 1443626, 20.461266, 145471, 17.150372, 283, 1088.006303
20, 20, 10.000000, 6, 287932892, 4599828, 22.133148, 464508, 18.825344, 901, 2509.272287
20, 20, 10.000000, 6, 874557868, 13926059, 23.731284, 1409270, 20.426517, 2729, 12975.755845
20, 20, 10.000000, 6, 438961207, 6951582, 22.728910, 711667, 19.440843, 1362, 9996.608793
20, 20, 10.000000, 6, 582807997, 9261687, 23.142844, 938870, 19.840566, 1815, 6308.644459
20, 20, 10.000000, 6, 792467984, 12593611, 23.586189, 1278974, 20.286556, 2469, 5777.732012
20, 20, 10.000000, 6, 418498574, 6631710, 22.660949, 678351, 19.371672, 1299, 8355.983297
20, 20, 10.000000, 6, 152127835, 2424889, 21.209487, 245389, 17.904711, 475, 727.311683
20, 20, 10.000000, 6, 239273078, 3811923, 21.862088, 386048, 18.558421, 747, 3063.378823
20, 20, 10.000000, 6, 123020650, 1949567, 20.894722, 199081, 17.602996, 382, 1757.399566
20, 20, 10.000000, 6, 358883776, 5709908, 22.445036, 580522, 19.146991, 1119, 1671.215207
20, 20, 10.000000, 6, 955520215, 15232108, 23.860612, 1547849, 20.561833, 2986, 9354.992725
20, 20, 10.000000, 6, 40172597, 645602, 19.300286, 64779, 15.983239, 126, 298.560677
20, 20, 10.000000, 6, 14133062, 221349, 17.755963, 22920, 14.484319, 43, 287.405052
20, 20, 10.000000, 6, 397042658, 6308070, 22.588767, 642934, 19.294311, 1236, 7286.891677
20, 20, 10.000000, 6, 148451098, 2356206, 21.168034, 240169, 17.873690, 461, 1125.614293
20, 20, 10.000000, 6, 417804582, 6654748, 22.665953, 676377, 19.367468, 1304, 3944.357485
20, 20, 10.000000, 6, 280218225, 4439638, 22.082011, 455275, 18.796379, 870, 2000.571266
20, 20, 10.000000, 6, 1110720, 18272, 14.157347, 1777, 10.795228, 3, 14.352819
20, 20, 10.000000, 6, 938375580, 14904756, 23.829269, 1518932, 20.534626, 2922, 7079.160663
20, 20, 10.000000, 6, 142149921, 2258571, 21.106979, 230111, 17.811970, 442, 2039.055174
20, 20, 10.000000, 6, 128407066, 2043993, 20.962959, 206777, 17.657716, 400, 1821.063520
20, 20, 10.000000, 6, 7342621, 115781, 16.821039, 12009, 13.551828, 22, 64.042828
20, 20, 10.000000, 6, 35388932, 561990, 19.100185, 57795, 15.818657, 110, 837.391046
20, 20, 10.000000, 6, 93428699, 1481866, 20.498984, 152328, 17.216822, 290, 894.371844
20, 20, 10.000000, 6, 243655141, 3877534, 21.886708, 393191, 18.584871, 760, 2478.638144
20, 20, 10.000000, 6, 334782097, 5334416, 22.346899, 540278, 19.043342, 1045, 7865.726018
20, 20, 10.000000, 6, 285897483, 4545685, 22.116066, 461686, 18.816552, 891, 5831.866591
20, 20, 10.000000, 6, 329926995, 5242003, 22.321687, 534343, 19.027407, 1027, 7088.179948
20, 20, 10.000000, 6, 187542494, 2984461, 21.509039, 306047, 18.223394, 585, 846.706962
20, 20, 10.000000, 6, 178461989, 2836328, 21.435593, 289756, 18.144479, 556, 3498.950222
20, 20, 10.000000, 6, 317263324, 5029964, 22.262117, 511667, 18.964846, 986, 3216.428134
20, 20, 10.000000, 6, 178334770, 2844902, 21.439948, 285753, 18.124409, 557, 1170.064289
20, 20, 10.000000, 6, 93529748, 1491557, 20.508388, 149682, 17.191541, 292, 732.624777
20, 20, 10.000000, 6, 644469823, 10301792, 23.296392, 1042103, 19.991066, 2019, 12336.542632
20, 20, 10.000000, 6, 367638471, 5869742, 22.484866, 594739, 19.181897, 1150, 4061.454955
20, 20, 10.000000, 6, 1387610542, 22119225, 24.398798, 2242905, 21.096937, 4336, 6497.486984
20, 20, 10.000000, 6, 118630789, 1887512, 20.848054, 193968, 17.565459, 370, 2426.408269
20, 20, 10.000000, 6, 172108942, 2755609, 21.393940, 276863, 18.078813, 540, 787.095737
20, 20, 10.000000, 6, 74503004, 1183071, 20.174105, 121225, 16.887328, 231, 359.634408
20, 20, 10.000000, 6, 355012997, 5636721, 22.426425, 576856, 19.137852, 1105, 3943.431825
20, 20, 10.000000, 6, 143155710, 2284667, 21.123552, 232469, 17.826679, 447, 2850.798950
20, 20, 10.000000, 6, 196737433, 3134839, 21.579960, 318926, 18.282862, 614, 2256.955590
20, 20, 10.000000, 6, 123245389, 1960683, 20.902925, 198394, 17.598009, 384, 947.173398
20, 20, 10.000000, 6, 90741576, 1446189, 20.463825, 147413, 17.169504, 283, 448.774212
20, 20, 10.000000, 6, 31005677, 492232, 18.908979, 50283, 15.617783, 96, 342.048406
20, 20, 10.000000, 6, 8387911, 133575, 17.027290, 13308, 13.700006, 26, 56.807308
20, 20, 10.000000, 6, 54805677, 874111, 19.737457, 88889, 16.439717, 171, 245.522331
20, 20, 10.000000, 6, 88407984, 1408624, 20.425855, 143296, 17.128639, 276, 1896.541826
20, 20, 10.000000, 6, 188750400, 3004429, 21.518659, 304162, 18.214480, 589, 1481.737196
20, 20, 10.000000, 6, 512831154, 8173559, 22.962533, 829617, 19.662086, 1602, 8553.446809
20, 20, 10.000000, 6, 638040806, 10103618, 23.268369, 1034559, 19.980584, 1980, 5113.860370
20, 20, 10.000000, 6, 44175801, 712336, 19.442198, 71184, 16.119265, 139, 671.675542
20, 20, 10.000000, 6, 2511666, 41368, 15.336228, 4195, 12.034455, 8, 21.207976
20, 20, 10.000000, 6, 414174843, 6578800, 22.649393, 669819, 19.353412, 1290, 9510.854148
20, 20, 10.000000, 6, 26795443, 429530, 18.712399, 42609, 15.378871, 84, 255.868084
20, 20, 10.000000, 6, 917271486, 14625843, 23.802016, 1484393, 20.501442, 2867, 4419.188548
20, 20, 10.000000, 6, 3069617, 48885, 15.577104, 4781, 12.223097, 9, 40.340301
20, 20, 10.000000, 6, 50178369, 795865, 19.602164, 81851, 16.320712, 156, 998.947648
20, 20, 10.000000, 6, 72835732, 1160329, 20.146102, 117960, 16.847938, 227, 1481.917161
20, 20, 10.000000, 6, 308093177, 4913639, 22.228360, 498475, 18.927162, 963, 1537.888780
20, 20, 10.000000, 6, 339987417, 5410901, 22.367437, 548171, 19.064266, 1061, 7512.436616
20, 20, 10.000000, 6, 388971007, 6191180, 22.561783, 628442, 19.261420, 1213, 8541.167753
20, 20, 10.000000, 6, 866607837, 13746564, 23.712568, 1408024, 20.425240, 2695, 10620.928223
20, 20, 10.000000, 6, 99909122, 1607646, 20.616518, 162872, 17.313379, 315, 787.972680
20, 20, 10.000000, 6, 425264529, 6791002, 22.695193, 686992, 19.389934, 1331, 4279.516202
20, 20, 10.000000, 6, 890484392, 14138732, 23.753149, 1439241, 20.456877, 2772, 8388.458474
20, 20, 10.000000, 6, 230832076, 3653456, 21.800830, 373712, 18.511567, 716, 6545.385466
20, 20, 10.000000, 6, 825601977, 13125461, 23.645865, 1330653, 20.343703, 2573, 5496.617127
20, 20, 10.000000, 6, 364662197, 5780541, 22.462773, 584612, 19.157120, 1133, 1844.467535
20, 20, 10.000000, 6, 240896575, 3853068, 21.877576, 390748, 18.575879, 755, 5627.797649
20, 20, 10.000000, 6, 184889880, 2943741, 21.489219, 297308, 18.181599, 577, 862.771991
20, 20, 10.000000, 6, 38220903, 607648, 19.212876, 61217, 15.901645, 119, 246.788568
20, 20, 10.000000, 6, 183470436, 2923071, 21.479053, 295688, 18.173716, 572, 2150.554237
20, 20, 10.000000, 6, 1083737102, 17283114, 24.042860, 1745619, 20.735307, 3387, 16914.547609
20, 20, 10.000000, 6, 257497910, 4088327, 21.963079, 415837, 18.665659, 801, 5974.036265
20, 20, 10.000000, 6, 308804903, 4926194, 22.232042, 499748, 18.930841, 965, 2220.084003
20, 20, 10.000000, 6, 392977145, 6244676, 22.574195, 635798, 19.278209, 1224, 8326.263947
20, 20, 10.000000, 6, 62263295, 996008, 19.925798, 99787, 16.606564, 195, 940.221663
20, 20, 10.000000, 6, 113009446, 1790349, 20.771809, 184629, 17.494270, 351, 2502.335021
20, 20, 10.000000, 6, 389752759, 6233742, 22.571667, 628860, 19.262379, 1222, 8188.991754
20, 20, 10.000000, 6, 118849778, 1900690, 20.858092, 194175, 17.566998, 372, 2088.403923
20, 20, 10.000000, 6, 191841504, 3056514, 21.543456, 310916, 18.246165, 599, 899.699062
20, 20, 10.000000, 6, 141147865, 2244357, 21.097871, 229484, 17.808034, 439, 3374.145081
20, 20, 10.000000, 6, 694103343, 11058377, 23.398636, 1122928, 20.098834, 2168, 12502.304219
20, 20, 10.000000, 6, 167878123, 2689284, 21.358791, 268574, 18.034960, 527, 1329.550092
20, 20, 10.000000, 6, 633528351, 10072027, 23.263851, 1022726, 19.963988, 1975, 2948.863838
20, 20, 10.000000, 6, 442783005, 7025765, 22.744224, 717255, 19.452127, 1377, 9294.161161
20, 20, 10.000000, 6, 209238474, 3309737, 21.658285, 338884, 18.370432, 648, 1613.076812
20, 20, 10.000000, 6, 209058878, 3322295, 21.663749, 338759, 18.369900, 651, 4661.012801
20, 20, 10.000000, 6, 226340533, 3609119, 21.783215, 366360, 18.482902, 707, 1681.691041
20, 20, 10.000000, 6, 114120714, 1805041, 20.783600, 182606, 17.478375, 353, 1243.799143
20, 20, 10.000000, 6, 153127630, 2449956, 21.224324, 247081, 17.914625, 480, 1093.670714
20, 20, 10.000000, 6, 1116580061, 17764142, 24.082465, 1803093, 20.782042, 3482, 9963.587842
20, 20, 10.000000, 6, 47338671, 752695, 19.521706, 76745, 16.227785, 147, 979.347274
20, 20, 10.000000, 6, 102396102, 1625668, 20.632601, 163791, 17.321497, 318, 577.469776
20, 20, 10.000000, 6, 395628786, 6286391, 22.583801, 642851, 19.294125, 1232, 8538.879290
20, 20, 10.000000, 6, 209109470, 3331071, 21.667555, 336694, 18.361078, 653, 1018.408401
20, 20, 10.000000, 6, 643678414, 10265588, 23.291313, 1037489, 19.984665, 2012, 3162.090255
20, 20, 10.000000, 6, 172700901, 2745981, 21.388890, 278487, 18.087250, 538, 3026.762650
20, 20, 10.000000, 6, 40459045, 643180, 19.294863, 64947, 15.986975, 126, 350.728160
20, 20, 10.000000, 6, 17431315, 281518, 18.102868, 27715, 14.758379, 55, 199.090265
20, 20, 10.000000, 6, 4354134, 68725, 16.068547, 6983, 12.769631, 13, 61.139419
20, 20, 10.000000, 6, 71686087, 1137811, 20.117830, 115179, 16.813518, 223, 1212.644363
20, 20, 10.000000, 6, 210636416, 3357349, 21.678891, 342241, 18.384653, 658, 1469.500825
20, 20, 10.000000, 6, 77833062, 1234156, 20.235093, 125198, 16.933852, 241, 1127.132288
20, 20, 10.000000, 6, 4815993, 77273, 16.237677, 7436, 12.860311, 15, 82.304099
20, 20, 10.000000, 6, 94904473, 1518834, 20.534533, 153379, 17.226741, 297, 525.781612
20, 20, 10.000000, 6, 670508701, 10645741, 23.343773, 1081704, 20.044874, 2087, 14811.931113
20, 20, 10.000000, 6, 191124619, 3045887, 21.538431, 308229, 18.233643, 597, 944.446336
20, 20, 10.000000, 6, 202092585, 3203172, 21.611070, 327898, 18.322888, 628, 1785.048061
20, 20, 10.000000, 6, 299658053, 4760631, 22.182721, 484285, 18.885497, 933, 4690.208040
20, 20, 10.000000, 6, 40188583, 633625, 19.273270, 64788, 15.983439, 124, 278.516371
20, 20, 10.000000, 6, 107660110, 1713812, 20.708777, 175537, 17.421416, 335, 1470.580084
20, 20, 10.000000, 6, 8995125, 145819, 17.153819, 14288, 13.802516, 28, 66.570414
20, 20, 10.000000, 6, 185703168, 2947980, 21.491295, 300522, 18.197111, 578, 848.979429
20, 20, 10.000000, 6, 107513037, 1711884, 20.707154, 172932, 17.399845, 335, 706.190343
20, 20, 10.000000, 6, 18289131, 291693, 18.154091, 28810, 14.814282, 57, 271.633315
20, 20, 10.000000, 6, 264707518, 4213988, 22.006755, 428322, 18.708336, 826, 4224.731463
20, 20, 10.000000, 6, 160289379, 2544909, 21.279183, 260350, 17.990093, 498, 1899.518100
20, 20, 10.000000, 6, 1508205508, 24005697, 24.516873, 2440818, 21.218933, 4706, 7562.260207
20, 20, 10.000000, 6, 29641185, 476648, 18.862565, 47467, 15.534637, 93, 227.708619
20, 20, 10.000000, 6, 673254692, 10701122, 23.351259, 1089842, 20.055688, 2098, 3888.374119
20, 20, 10.000000, 6, 257633044, 4117047, 21.973178, 417348, 18.670891, 807, 4395.543993
20, 20, 10.000000, 6, 647573070, 10330270, 23.300375, 1044449, 19.994311, 2025, 4949.563611
20, 20, 10.000000, 6, 224129511, 3557361, 21.762376, 361278, 18.462750, 697, 3156.658919
20, 20, 10.000000, 6, 37250838, 588474, 19.166619, 60095, 15.874957, 115, 629.123372
20, 20, 10.000000, 6, 167315115, 2649835, 21.337471, 270560, 18.045589, 519, 1313.668700
20, 20, 10.000000, 6, 158387494, 2518694, 21.264244, 255172, 17.961111, 493, 1593.883691
20, 20, 10.000000, 6, 776767543, 12342271, 23.557105, 1260833, 20.265946, 2419, 4294.261953
20, 20, 10.000000, 6, 645501420, 10262356, 23.290859, 1044832, 19.994840, 2011, 13837.381167
20, 20, 10.000000, 6, 314694804, 5001462, 22.253918, 506355, 18.949790, 980, 2744.486522
20, 20, 10.000000, 6, 197528098, 3128925, 21.577236, 319627, 18.286030, 613, 3533.387225
20, 20, 10.000000, 6, 546792152, 8708083, 23.053924, 883073, 19.752173, 1707, 3264.143585
20, 20, 10.000000, 6, 260272280, 4155618, 21.986632, 420877, 18.683039, 814, 1361.837679
20, 20, 10.000000, 6, 7561663, 122614, 16.903764, 12170, 13.571042, 24, 98.161483
20, 20, 10.000000, 6, 80243751, 1269273, 20.275571, 129884, 16.986864, 248, 443.534134
20, 20, 10.000000, 6, 655295210, 10453105, 23.317428, 1058358, 20.013396, 2049, 5165.963769
20, 20, 10.000000, 6, 221795224, 3526121, 21.749651, 357949, 18.449395, 691, 4529.695763
20, 20, 10.000000, 6, 552191046, 8756107, 23.061858, 891854, 19.766448, 1716, 2742.194925
20, 20, 10.000000, 6, 53039159, 833182, 19.668272, 85559, 16.384632, 163, 240.439207
20, 20, 10.000000, 6, 219803675, 3494709, 21.736741, 355951, 18.441319, 685, 2260.600008
20, 20, 10.000000, 6, 948349684, 15061813, 23.844392, 1531283, 20.546310, 2952, 17619.571114
20, 20, 10.000000, 6, 219052461, 3469178, 21.726162, 353697, 18.432154, 680, 1042.431039
20, 20, 10.000000, 6, 12880131, 207154, 17.660344, 21132, 14.367142, 40, 63.346550
20, 20, 10.000000, 6, 290871319, 4623711, 22.140620, 470253, 18.843078, 906, 6879.583375
20, 20, 10.000000, 6, 267970374, 4256891, 22.021369, 434089, 18.727631, 834, 1254.502193
20, 20, 10.000000, 6, 510476704, 8130027, 22.954829, 825975, 19.655739, 1594, 3383.542457
20, 20, 10.000000, 6, 715515525, 11412133, 23.444065, 1158297, 20.143574, 2237, 3644.376209
20, 20, 10.000000, 6, 325679394, 5198984, 22.309798, 526928, 19.007246, 1019, 1771.960635
20, 20, 10.000000, 6, 956945377, 15211269, 23.858637, 1547694, 20.561689, 2982, 26007.371954
