C_size,A_size,log2(nbytes),difficulty,#distinguished_points,log2(#distinguished_points),#collisions,log2(#collisions),#updates,time(sec)
16, 16, 12.321928, 0, 7797864, 22.894648, 18347, 14.163257, 24368, 273.760264
16, 16, 12.321928, 0, 18381067, 24.131717, 43066, 15.394262, 57440, 993.986540
16, 16, 12.321928, 0, 158389580, 27.238902, 371234, 18.501969, 494967, 5693.085064
16, 16, 12.321928, 0, 21840614, 24.380510, 51282, 15.646165, 68251, 873.149832
16, 16, 12.321928, 0, 95758966, 26.512904, 225103, 17.780226, 299246, 3122.967048
16, 16, 12.321928, 0, 12665501, 23.594401, 29631, 14.854820, 39579, 541.402702
16, 16, 12.321928, 0, 83142237, 26.309078, 194838, 17.571916, 259819, 3885.174567
16, 16, 12.321928, 0, 8606835, 23.037051, 20161, 14.299280, 26896, 240.922921
16, 16, 12.321928, 0, 19727163, 24.233680, 46266, 15.497665, 61647, 854.799560
16, 16, 12.321928, 0, 17828382, 24.087672, 41774, 15.350318, 55713, 705.805308
16, 16, 12.321928, 0, 53100982, 25.662235, 124819, 16.929478, 165940, 1604.732954
16, 16, 12.321928, 0, 3336725, 21.670001, 7866, 12.941414, 10427, 191.091697
16, 16, 12.321928, 0, 28099383, 24.744035, 66151, 16.013475, 87810, 1190.162907
16, 16, 12.321928, 0, 45770863, 25.447926, 107801, 16.718011, 143033, 2728.440541
16, 16, 12.321928, 0, 27235112, 24.698964, 63993, 15.965626, 85109, 1110.002194
16, 16, 12.321928, 0, 146628740, 27.127593, 344230, 18.393013, 458214, 5167.798731
16, 16, 12.321928, 0, 133605269, 26.993402, 314573, 18.263035, 417516, 4617.135061
16, 16, 12.321928, 0, 17261127, 24.041023, 40440, 15.303495, 53941, 681.141078
16, 16, 12.321928, 0, 2537790, 21.275141, 6096, 12.573647, 7930, 69.892688
16, 16, 12.321928, 0, 55031423, 25.713752, 129515, 16.982760, 171973, 1639.293694
16, 16, 12.321928, 0, 47735874, 25.508571, 112140, 16.774941, 149174, 5392.639734
16, 16, 12.321928, 0, 105305049, 26.649999, 247270, 17.915728, 329078, 5362.532371
16, 16, 12.321928, 0, 5845685, 22.478941, 13514, 13.722167, 18267, 225.457723
16, 16, 12.321928, 0, 850447, 19.697862, 2072, 11.016808, 2657, 29.851933
16, 16, 12.321928, 0, 63448501, 25.919083, 148754, 17.182569, 198276, 2853.904939
16, 16, 12.321928, 0, 113820890, 26.762190, 267283, 18.028009, 355690, 3725.632244
16, 16, 12.321928, 0, 40148943, 25.258859, 94506, 16.528118, 125465, 2460.556406
16, 16, 12.321928, 0, 27630148, 24.719740, 65011, 15.988396, 86344, 1924.125966
16, 16, 12.321928, 0, 25336888, 24.594736, 59340, 15.856717, 79177, 1008.516943
16, 16, 12.321928, 0, 61532686, 25.874850, 144324, 17.138952, 192289, 1797.627374
16, 16, 12.321928, 0, 8584757, 23.033346, 20042, 14.290739, 26827, 434.125878
16, 16, 12.321928, 0, 76339489, 26.185926, 180233, 17.459504, 238560, 3636.098694
16, 16, 12.321928, 1, 5756263, 22.456701, 27976, 14.771902, 17988, 528.320580
16, 16, 12.321928, 1, 34315491, 25.032357, 165908, 17.340024, 107236, 4744.859274
16, 16, 12.321928, 1, 7263593, 22.792252, 34803, 15.086924, 22698, 476.593649
16, 16, 12.321928, 1, 3590018, 21.775560, 17300, 14.078484, 11218, 204.139872
16, 16, 12.321928, 1, 6303384, 22.587695, 30563, 14.899499, 19698, 630.729447
16, 16, 12.321928, 1, 2124212, 21.018496, 10288, 13.328675, 6638, 152.851931
16, 16, 12.321928, 1, 4277895, 22.028470, 20870, 14.349143, 13368, 386.485836
16, 16, 12.321928, 1, 17627966, 24.071363, 84732, 16.370619, 55087, 1251.457014
16, 16, 12.321928, 1, 10490255, 23.322546, 50590, 15.626565, 32782, 1318.154157
16, 16, 12.321928, 1, 6550017, 22.643067, 31665, 14.950601, 20468, 850.579075
16, 16, 12.321928, 1, 13550592, 23.691853, 65225, 15.993137, 42345, 916.474474
16, 16, 12.321928, 1, 83562413, 26.316351, 403805, 18.623299, 261133, 20034.733809
16, 16, 12.321928, 1, 2286120, 21.124470, 10912, 13.413628, 7144, 195.026106
16, 16, 12.321928, 1, 64132884, 25.934561, 308808, 18.236351, 200415, 13411.422743
16, 16, 12.321928, 1, 67497675, 26.008334, 326124, 18.315061, 210930, 5479.483428
16, 16, 12.321928, 1, 180843814, 27.430169, 873049, 19.735703, 565138, 17889.940075
16, 16, 12.321928, 1, 52002426, 25.632076, 251147, 17.938173, 162508, 8904.788084
16, 16, 12.321928, 1, 110944419, 26.725262, 535286, 19.029950, 346702, 10540.855664
16, 16, 12.321928, 1, 9515, 13.215988, 55, 5.781360, 29, 3.412326
16, 16, 12.321928, 1, 16636713, 23.987867, 80225, 16.291764, 51989, 1550.946465
16, 16, 12.321928, 1, 60092496, 25.840682, 289809, 18.144743, 187789, 10890.693744
16, 16, 12.321928, 1, 4700272, 22.164313, 22613, 14.464865, 14688, 338.340819
16, 16, 12.321928, 1, 3309505, 21.658184, 16271, 13.990015, 10342, 406.801331
16, 16, 12.321928, 1, 16012024, 23.932652, 77490, 16.241723, 50037, 1503.598995
16, 16, 12.321928, 1, 208791815, 27.637490, 1007858, 19.942861, 652476, 32860.340550
16, 16, 12.321928, 1, 12982296, 23.630042, 62649, 15.935004, 40569, 1434.849276
16, 16, 12.321928, 1, 11671340, 23.476467, 56604, 15.788616, 36473, 1148.406651
16, 16, 12.321928, 1, 51234641, 25.610616, 247199, 17.915313, 160108, 8853.897135
16, 16, 12.321928, 1, 22920325, 24.450124, 110614, 16.755174, 71626, 1586.073406
16, 16, 12.321928, 1, 66948020, 25.996538, 323106, 18.301648, 209213, 8762.245695
16, 16, 12.321928, 1, 21610385, 24.365221, 104530, 16.673558, 67532, 3423.159596
16, 16, 12.321928, 1, 1855404, 20.823302, 8977, 13.132018, 5798, 130.411484
16, 16, 12.321928, 2, 4971568, 22.245270, 44742, 15.449342, 15537, 987.440372
16, 16, 12.321928, 2, 16437295, 23.970470, 147079, 17.166232, 51369, 6231.800565
16, 16, 12.321928, 2, 11381094, 23.440136, 101724, 16.634301, 35568, 3059.026164
16, 16, 12.321928, 2, 6076598, 22.534832, 54898, 15.744466, 18990, 2287.707257
16, 16, 12.321928, 2, 8097079, 22.948970, 72695, 16.149569, 25304, 1618.746908
16, 16, 12.321928, 2, 36485077, 25.120803, 326995, 18.318909, 114022, 7932.362223
16, 16, 12.321928, 2, 10799132, 23.364412, 96441, 16.557359, 33749, 3192.422218
16, 16, 12.321928, 2, 33364053, 24.991791, 299518, 18.192283, 104269, 11711.522999
16, 16, 12.321928, 2, 1878919, 20.841471, 16656, 14.023754, 5871, 815.384722
16, 16, 12.321928, 2, 9310681, 23.150455, 83747, 16.353750, 29097, 1795.956756
16, 16, 12.321928, 2, 51085042, 25.606398, 457009, 18.801863, 159650, 17168.770071
16, 16, 12.321928, 2, 46628067, 25.474695, 417492, 18.671389, 145721, 10317.859335
16, 16, 12.321928, 2, 26591428, 24.664458, 237886, 17.859911, 83103, 11500.461580
16, 16, 12.321928, 2, 58597050, 25.804325, 525506, 19.003348, 183127, 13487.462383
16, 16, 12.321928, 2, 64911960, 25.951981, 580689, 19.147406, 202862, 24115.495198
16, 16, 12.321928, 2, 6485143, 22.628707, 58487, 15.835828, 20267, 1338.496174
16, 16, 12.321928, 2, 717075, 19.451764, 6455, 12.656201, 2240, 171.302997
16, 16, 12.321928, 2, 9960494, 23.247786, 89295, 16.446292, 31128, 2745.665835
16, 16, 12.321928, 2, 24486268, 24.545470, 218711, 17.738666, 76524, 13745.129576
16, 16, 12.321928, 2, 34760072, 25.050928, 311676, 18.249688, 108632, 7232.935508
16, 16, 12.321928, 2, 40595845, 25.274829, 362636, 18.468163, 126870, 13026.842286
16, 16, 12.321928, 2, 22375819, 24.415437, 201245, 17.618593, 69928, 15564.541962
16, 16, 12.321928, 2, 1125945, 20.102705, 10174, 13.312599, 3518, 272.287681
16, 16, 12.321928, 2, 9556014, 23.187978, 85527, 16.384092, 29864, 3521.720389
16, 16, 12.321928, 2, 499770, 18.930905, 4454, 12.120886, 1561, 110.251423
16, 16, 12.321928, 2, 20218744, 24.269190, 180768, 17.463780, 63187, 3761.422563
16, 16, 12.321928, 2, 6368133, 22.602439, 57051, 15.799965, 19901, 1880.461758
16, 16, 12.321928, 2, 6250788, 22.575607, 55910, 15.770819, 19534, 1351.055526
16, 16, 12.321928, 2, 2123997, 21.018350, 19108, 14.221889, 6637, 760.882985
16, 16, 12.321928, 2, 8443801, 23.009461, 75880, 16.211432, 26388, 2459.817041
16, 16, 12.321928, 2, 5338900, 22.348111, 47895, 15.547587, 16685, 1595.122837
16, 16, 12.321928, 2, 33887316, 25.014242, 304167, 18.214504, 105904, 6916.344616
16, 16, 12.321928, 3, 3764809, 21.844145, 62644, 15.934889, 11771, 2901.449086
16, 16, 12.321928, 3, 9423759, 23.167871, 158302, 17.272320, 29466, 12357.453331
16, 16, 12.321928, 3, 12003928, 23.517003, 201301, 17.618995, 37534, 5588.308450
16, 16, 12.321928, 3, 1993687, 20.927008, 33535, 15.033380, 6233, 852.366801
16, 16, 12.321928, 3, 4810008, 22.197608, 80105, 16.289605, 15040, 5353.635817
16, 16, 12.321928, 3, 6580115, 22.649681, 110113, 16.748625, 20574, 6684.861696
16, 16, 12.321928, 3, 2690368, 21.359372, 44926, 15.455263, 8412, 2572.277075
16, 16, 12.321928, 3, 1867459, 20.832645, 31076, 14.923513, 5839, 1320.455524
16, 16, 12.321928, 3, 196548, 17.584522, 3251, 11.666668, 614, 208.580540
16, 16, 12.321928, 3, 12125962, 23.531596, 202006, 17.624039, 37915, 13189.661932
16, 16, 12.321928, 3, 25987205, 24.631298, 433478, 18.725599, 81256, 19356.606467
16, 16, 12.321928, 3, 5756246, 22.456697, 95835, 16.548265, 17998, 2582.165726
16, 16, 12.321928, 3, 3739742, 21.834507, 62292, 15.926759, 11693, 2546.319188
16, 16, 12.321928, 3, 7466184, 22.831940, 124981, 16.931349, 23345, 6676.060611
16, 16, 12.321928, 3, 16486089, 23.974746, 275825, 18.073394, 51549, 16128.374995
16, 16, 12.321928, 3, 5457080, 22.379698, 91086, 16.474942, 17063, 2999.647303
16, 16, 12.321928, 3, 14827385, 23.821761, 247122, 17.914864, 46361, 15690.073529
16, 16, 12.321928, 3, 2438387, 21.217496, 40463, 15.304316, 7624, 1588.486367
16, 16, 12.321928, 3, 28844383, 24.781787, 482759, 18.880944, 90190, 22535.311729
16, 16, 12.321928, 3, 11153172, 23.410951, 186468, 17.508569, 34874, 5197.111764
16, 16, 12.321928, 3, 26769877, 24.674107, 447161, 18.770435, 83703, 19989.850302
16, 16, 12.321928, 3, 5102841, 22.282869, 85128, 16.377346, 15955, 3407.531868
16, 16, 12.321928, 3, 1001782, 19.934137, 16684, 14.026178, 3132, 472.315457
16, 16, 12.321928, 3, 28843236, 24.781730, 481346, 18.876715, 90187, 43839.450575
16, 16, 12.321928, 3, 1636076, 20.641808, 27644, 14.754679, 5115, 1094.148990
16, 16, 12.321928, 3, 753013, 19.522315, 12504, 13.610102, 2354, 545.715781
16, 16, 12.321928, 3, 16303276, 23.958659, 273030, 18.058700, 50977, 8691.981515
16, 16, 12.321928, 3, 23265, 14.505874, 388, 8.599913, 72, 17.170402
16, 16, 12.321928, 3, 4345397, 22.051057, 72580, 16.147284, 13587, 2124.696120
16, 16, 12.321928, 3, 554614, 19.081125, 9246, 13.174614, 1734, 617.546845
16, 16, 12.321928, 3, 18396044, 24.132892, 307959, 18.232379, 57520, 17587.313071
16, 16, 12.321928, 3, 5706818, 22.444255, 95871, 16.548807, 17843, 3986.327065
16, 16, 12.321928, 4, 10279717, 23.293297, 306820, 18.227033, 32225, 18913.438892
16, 16, 12.321928, 4, 8292450, 22.983367, 248428, 17.922468, 25994, 30186.327817
16, 16, 12.321928, 4, 1677405, 20.677800, 50696, 15.629584, 5258, 3224.330651
16, 16, 12.321928, 4, 2726965, 21.378865, 81581, 16.315946, 8548, 3093.359737
16, 16, 12.321928, 4, 2135979, 21.026466, 63559, 15.955809, 6695, 3800.768171
16, 16, 12.321928, 4, 3104766, 21.566053, 93238, 16.508630, 9732, 2641.255867
16, 16, 12.321928, 4, 2364590, 21.173159, 70953, 16.114576, 7412, 2883.162399
16, 16, 12.321928, 4, 7502414, 22.838923, 224613, 17.777082, 23518, 13589.809194
16, 16, 12.321928, 4, 8479775, 23.015595, 253913, 17.953975, 26581, 6799.688421
16, 16, 12.321928, 4, 1270980, 20.277510, 38271, 15.223964, 3984, 2016.853570
16, 16, 12.321928, 4, 116022, 16.824039, 3507, 11.776022, 363, 171.135001
16, 16, 12.321928, 4, 2531880, 21.271778, 75803, 16.209967, 7935, 7639.485109
16, 16, 12.321928, 4, 272733, 18.057130, 8167, 12.995591, 854, 282.383324
16, 16, 12.321928, 4, 1733599, 20.725339, 52107, 15.669190, 5434, 3771.391314
16, 16, 12.321928, 4, 1578292, 20.589933, 46698, 15.511073, 4946, 1766.282978
16, 16, 12.321928, 4, 380501, 18.537541, 11295, 13.463397, 1192, 623.974645
16, 16, 12.321928, 4, 1493441, 20.510209, 44640, 15.446049, 4681, 1921.937228
16, 16, 12.321928, 4, 130695, 16.995844, 4125, 12.010178, 409, 182.661288
16, 16, 12.321928, 4, 11428091, 23.446081, 342403, 18.385336, 35825, 13224.535955
16, 16, 12.321928, 4, 4486731, 22.097233, 134931, 17.041862, 14065, 6712.469726
16, 16, 12.321928, 4, 476588, 18.862383, 14223, 13.795938, 1493, 589.103836
16, 16, 12.321928, 4, 5380890, 22.359413, 161172, 17.298242, 16868, 8936.567255
16, 16, 12.321928, 4, 54489, 15.733677, 1564, 10.611025, 170, 94.707675
16, 16, 12.321928, 4, 1840833, 20.811927, 55329, 15.755748, 5770, 2824.108018
16, 16, 12.321928, 4, 4946382, 22.237942, 148142, 17.176621, 15506, 4269.302402
16, 16, 12.321928, 4, 10730380, 23.355198, 320834, 18.291468, 33636, 14844.921125
16, 16, 12.321928, 4, 925645, 19.820099, 28015, 14.773912, 2901, 1848.295080
16, 16, 12.321928, 4, 2438141, 21.217350, 72933, 16.154284, 7643, 4697.560381
16, 16, 12.321928, 4, 1492193, 20.509003, 44657, 15.446599, 4677, 1353.568520
16, 16, 12.321928, 4, 2469144, 21.235580, 73889, 16.173072, 7739, 3021.269826
16, 16, 12.321928, 5, 1834940, 20.807301, 98454, 16.587162, 5810, 4021.370713
16, 16, 12.321928, 5, 850516, 19.697979, 45546, 15.475037, 2695, 12019.969391
16, 16, 12.321928, 5, 2299564, 21.132929, 123765, 16.917244, 7284, 15153.049555
16, 16, 12.321928, 5, 2131631, 21.023526, 113645, 16.794175, 6756, 7027.029812
16, 16, 12.321928, 5, 890188, 19.763751, 47581, 15.538098, 2819, 9419.959694
16, 16, 12.321928, 5, 995767, 19.925449, 53490, 15.706982, 3154, 3732.860714
16, 16, 12.321928, 5, 1411820, 20.429125, 75856, 16.210976, 4475, 6022.890235
16, 16, 12.321928, 5, 1528648, 20.543825, 82298, 16.328570, 4843, 4758.942796
16, 16, 12.321928, 5, 744992, 19.506865, 39756, 15.278885, 2360, 11030.449133
16, 16, 12.321928, 5, 2008664, 20.937805, 108122, 16.722301, 6364, 7058.812217
16, 16, 12.321928, 5, 553028, 19.076993, 29716, 14.858952, 1752, 3770.046047
16, 16, 12.321928, 5, 1151728, 20.135369, 61374, 15.905340, 3648, 6815.174971
16, 16, 12.321928, 5, 2445751, 21.221846, 130554, 16.994287, 7750, 11810.986288
16, 16, 12.321928, 5, 1051024, 20.003364, 56145, 15.776870, 3329, 7412.350877
16, 16, 12.321928, 5, 6578528, 22.649333, 352291, 18.426408, 20839, 18263.505460
16, 16, 12.321928, 5, 2147022, 21.033906, 114566, 16.805819, 6804, 16558.265834
16, 16, 12.321928, 5, 1510683, 20.526770, 81269, 16.310418, 4785, 13211.568118
16, 16, 13.321928, 0, 10421340, 23.313037, 49011, 15.580818, 16283, 263.244488
16, 16, 13.321928, 0, 34528897, 25.041301, 162010, 17.305723, 53951, 2298.458821
16, 16, 13.321928, 0, 235302926, 27.809944, 1103942, 20.074233, 367660, 18952.596920
16, 16, 13.321928, 0, 27279337, 24.701305, 127888, 16.964521, 42623, 746.335033
16, 16, 13.321928, 0, 2318076, 21.144496, 10916, 13.414157, 3621, 82.131096
16, 16, 13.321928, 0, 44147735, 25.395836, 206836, 17.658128, 68980, 1305.819592
16, 16, 13.321928, 0, 53945233, 25.684992, 252953, 17.948510, 84289, 2661.385790
16, 16, 13.321928, 0, 73968334, 26.140404, 348411, 18.410431, 115575, 2828.440218
16, 16, 13.321928, 0, 28373677, 24.758050, 133373, 17.025107, 44333, 1752.966168
16, 16, 13.321928, 0, 90524123, 26.431799, 425043, 18.697249, 141443, 6088.178477
16, 16, 13.321928, 0, 152335043, 27.182673, 715652, 19.448899, 238023, 7951.772706
16, 16, 13.321928, 0, 76634680, 26.191494, 359228, 18.454540, 119741, 4333.502603
16, 16, 13.321928, 0, 12262947, 23.547802, 57552, 15.812578, 19160, 1194.189524
16, 16, 13.321928, 0, 13944041, 23.733145, 65622, 16.001892, 21787, 729.520740
16, 16, 13.321928, 0, 18150237, 24.113485, 84569, 16.367841, 28359, 508.384381
16, 16, 13.321928, 0, 38077094, 25.182420, 178487, 17.445459, 59495, 2333.423820
16, 16, 13.321928, 0, 31138008, 24.892173, 145623, 17.151879, 48653, 2705.669658
16, 16, 13.321928, 0, 5838552, 22.477179, 27467, 14.745412, 9122, 253.074947
16, 16, 13.321928, 0, 10480775, 23.321242, 49099, 15.583406, 16376, 833.968967
16, 16, 13.321928, 0, 75807843, 26.175844, 355400, 18.439084, 118449, 3761.945121
16, 16, 13.321928, 0, 90904820, 26.437853, 426045, 18.700646, 142038, 4736.908233
16, 16, 13.321928, 0, 23285530, 24.472930, 108900, 16.732644, 36383, 2076.532605
16, 16, 13.321928, 0, 12219727, 23.542709, 57476, 15.810672, 19093, 528.931659
16, 16, 13.321928, 0, 37019306, 25.141775, 173634, 17.405690, 57842, 1628.872350
16, 16, 13.321928, 0, 13120167, 23.645283, 61270, 15.902893, 20500, 364.391155
16, 16, 13.321928, 0, 6780553, 22.692972, 31587, 14.947043, 10594, 404.826077
16, 16, 13.321928, 0, 5203763, 22.311124, 24566, 14.584375, 8130, 252.940849
16, 16, 13.321928, 0, 14098033, 23.748991, 66303, 16.016787, 22028, 1097.694921
16, 16, 13.321928, 0, 13984626, 23.737338, 65881, 16.007575, 21850, 873.751915
16, 16, 13.321928, 0, 61364307, 25.870896, 288278, 18.137101, 95881, 1790.958186
16, 16, 13.321928, 0, 5416616, 22.368960, 25651, 14.646727, 8463, 246.050013
16, 16, 13.321928, 0, 52547926, 25.647130, 246807, 17.913024, 82106, 5435.024510
16, 16, 13.321928, 1, 10609730, 23.338885, 101583, 16.632299, 16577, 1644.208758
16, 16, 13.321928, 1, 20178632, 24.266325, 193945, 17.565288, 31529, 2119.514218
16, 16, 13.321928, 1, 20171272, 24.265799, 194173, 17.566983, 31517, 4238.464436
16, 16, 13.321928, 1, 724105, 19.465839, 6843, 12.740413, 1131, 98.234850
16, 16, 13.321928, 1, 1315993, 20.327720, 12607, 13.621937, 2056, 140.888954
16, 16, 13.321928, 1, 452044, 18.786104, 4275, 12.061709, 706, 48.257812
16, 16, 13.321928, 1, 49264286, 25.554039, 473735, 18.853721, 76975, 10322.098826
16, 16, 13.321928, 1, 15933599, 23.925569, 153001, 17.223182, 24896, 1753.058294
16, 16, 13.321928, 1, 19417377, 24.210845, 186520, 17.508971, 30339, 1321.893200
16, 16, 13.321928, 1, 3329007, 21.666660, 31802, 14.956830, 5201, 250.227919
16, 16, 13.321928, 1, 136171595, 27.020851, 1307299, 20.318158, 212769, 22447.448980
16, 16, 13.321928, 1, 4158598, 21.987666, 39713, 15.277324, 6497, 533.176356
16, 16, 13.321928, 1, 5930037, 22.499610, 57083, 15.800774, 9265, 648.741131
16, 16, 13.321928, 1, 44356406, 25.402639, 425384, 18.698406, 69307, 5357.145117
16, 16, 13.321928, 1, 12771107, 23.606380, 122330, 16.900419, 19954, 1210.194917
16, 16, 13.321928, 1, 17580749, 24.067493, 169105, 17.367560, 27470, 2428.668165
16, 16, 13.321928, 1, 1779246, 20.762835, 17031, 14.055876, 2780, 170.683771
16, 16, 13.321928, 1, 25748191, 24.617968, 246758, 17.912737, 40231, 4217.082076
16, 16, 13.321928, 1, 48281555, 25.524969, 463272, 18.821500, 75440, 7135.638141
16, 16, 13.321928, 1, 43817621, 25.385008, 421644, 18.685666, 68465, 4789.429655
16, 16, 13.321928, 1, 4874915, 22.216946, 46904, 15.517423, 7617, 619.731356
16, 16, 13.321928, 1, 34349813, 25.033799, 329073, 18.328048, 53671, 7330.115244
16, 16, 13.321928, 1, 2205019, 21.072360, 21348, 14.381813, 3445, 258.552783
16, 16, 13.321928, 1, 34416154, 25.036583, 330463, 18.334129, 53775, 3385.564453
16, 16, 13.321928, 1, 3651691, 21.800133, 34734, 15.084061, 5705, 1039.700783
16, 16, 13.321928, 1, 5965388, 22.508185, 57067, 15.800369, 9320, 679.855629
16, 16, 13.321928, 1, 17538161, 24.063994, 167670, 17.355265, 27403, 4397.197309
16, 16, 13.321928, 1, 17193923, 24.035395, 164859, 17.330873, 26865, 2406.277907
16, 16, 13.321928, 1, 39837377, 25.247619, 381832, 18.542578, 62246, 6176.564280
16, 16, 13.321928, 1, 35269332, 25.071911, 338251, 18.367735, 55108, 2438.977144
16, 16, 13.321928, 1, 64600388, 25.945039, 620979, 19.244185, 100938, 11896.229729
16, 16, 13.321928, 1, 6342314, 22.596578, 60521, 15.885148, 9909, 1285.543984
16, 16, 13.321928, 2, 289524, 18.143323, 5111, 12.319390, 452, 73.623031
16, 16, 13.321928, 2, 4620358, 22.139573, 81503, 16.314566, 7219, 1874.059468
16, 16, 13.321928, 2, 16809313, 24.002757, 297309, 18.181604, 26267, 3360.073805
16, 16, 13.321928, 2, 22506529, 24.423840, 398366, 18.603735, 35169, 10510.683776
16, 16, 13.321928, 2, 15804051, 23.913791, 279169, 18.090779, 24696, 3176.518433
16, 16, 13.321928, 2, 179405, 17.452861, 3120, 11.607330, 280, 52.314830
16, 16, 13.321928, 2, 5614322, 22.420680, 99726, 16.605682, 8773, 1240.724670
16, 16, 13.321928, 2, 8687156, 23.050453, 153363, 17.226591, 13574, 3034.763298
16, 16, 13.321928, 2, 6923291, 22.723027, 121954, 16.895978, 10818, 1641.413410
16, 16, 13.321928, 2, 14670050, 23.806370, 260162, 17.989051, 22924, 3248.852892
16, 16, 13.321928, 2, 32928000, 24.972812, 581107, 19.148444, 51454, 16644.642013
16, 16, 13.321928, 2, 15299948, 23.867023, 269571, 18.040306, 23908, 8967.165046
16, 16, 13.321928, 2, 9067567, 23.112284, 160385, 17.291180, 14169, 1996.844873
16, 16, 13.321928, 2, 40349339, 25.266042, 712155, 19.441832, 63051, 20691.124731
16, 16, 13.321928, 2, 698012, 19.412892, 12474, 13.606637, 1090, 231.011480
16, 16, 13.321928, 2, 20501838, 24.289250, 361673, 18.464326, 32037, 7948.093559
16, 16, 13.321928, 2, 9753394, 23.217473, 173097, 17.401221, 15241, 3590.890477
16, 16, 13.321928, 2, 11529683, 23.458850, 203824, 17.636964, 18016, 2616.369637
16, 16, 13.321928, 2, 1151926, 20.135617, 20354, 14.313025, 1800, 302.639918
16, 16, 13.321928, 2, 1710783, 20.706225, 30148, 14.879775, 2673, 344.192520
16, 16, 13.321928, 2, 7595906, 22.856791, 134256, 17.034627, 11869, 3513.314099
16, 16, 13.321928, 2, 2088928, 20.994331, 37097, 15.179015, 3264, 452.680698
16, 16, 13.321928, 2, 16313498, 23.959563, 288840, 18.139911, 25492, 10220.967154
16, 16, 13.321928, 2, 2811963, 21.423146, 49928, 15.607561, 4394, 1277.709134
16, 16, 13.321928, 2, 3164041, 21.593337, 56259, 15.779796, 4944, 1818.514307
16, 16, 13.321928, 2, 744727, 19.506352, 13286, 13.697619, 1163, 268.656093
16, 16, 13.321928, 2, 23691382, 24.497859, 418542, 18.675013, 37021, 17388.828386
16, 16, 13.321928, 2, 15781837, 23.911762, 278390, 18.086748, 24661, 7958.444965
16, 16, 13.321928, 2, 3696170, 21.817600, 65149, 15.991455, 5775, 1531.345216
16, 16, 13.321928, 2, 25419834, 24.599451, 449687, 18.778562, 39722, 9228.483223
16, 16, 13.321928, 2, 28754280, 24.777273, 509141, 18.957706, 44932, 8259.977772
16, 16, 13.321928, 2, 954471, 19.864342, 16800, 14.036174, 1491, 425.307439
16, 16, 13.321928, 3, 1554351, 20.567881, 50514, 15.624396, 2430, 1049.247526
16, 16, 13.321928, 3, 1752859, 20.741279, 56976, 15.798067, 2740, 2866.992014
16, 16, 13.321928, 3, 200404, 17.612552, 6495, 12.665114, 313, 120.978925
16, 16, 13.321928, 3, 7404905, 22.820050, 241206, 17.879906, 11578, 9201.257639
16, 16, 13.321928, 3, 5185871, 22.306155, 168797, 17.364930, 8108, 2667.863732
16, 16, 13.321928, 3, 1914255, 20.868352, 62045, 15.921027, 2993, 918.226436
16, 16, 13.321928, 3, 5126620, 22.289577, 166963, 17.349169, 8016, 6855.428425
16, 16, 13.321928, 3, 51638, 15.656146, 1639, 10.678600, 80, 39.283013
16, 16, 13.321928, 3, 1011654, 19.948285, 32793, 15.001100, 1581, 505.891805
16, 16, 13.321928, 3, 14579554, 23.797443, 473961, 18.854409, 22796, 15061.149696
16, 16, 13.321928, 3, 845166, 19.688875, 27146, 14.728452, 1321, 757.879262
16, 16, 13.321928, 3, 1479644, 20.496819, 48011, 15.551077, 2313, 1111.861184
16, 16, 13.321928, 3, 119246, 16.863581, 3843, 11.908017, 186, 129.305890
16, 16, 13.321928, 3, 1901145, 20.858437, 62018, 15.920399, 2972, 1590.536340
16, 16, 13.321928, 3, 239030, 17.866832, 7819, 12.932768, 373, 144.592555
16, 16, 13.321928, 3, 1219189, 20.217490, 39647, 15.274924, 1906, 558.615060
16, 16, 13.321928, 3, 8098928, 22.949300, 264199, 18.011265, 12663, 9234.187772
16, 16, 13.321928, 3, 8995055, 23.100701, 292771, 18.159413, 14064, 4371.002118
16, 16, 13.321928, 3, 5644075, 22.428306, 183690, 17.486914, 8825, 2912.753696
16, 16, 13.321928, 3, 1226821, 20.226493, 39924, 15.284969, 1918, 1028.432088
16, 16, 13.321928, 3, 3666047, 21.805794, 119180, 16.862783, 5732, 2197.507663
16, 16, 13.321928, 3, 6048989, 22.528263, 196494, 17.584126, 9458, 3082.149521
16, 16, 13.321928, 3, 4672431, 22.155742, 152463, 17.218100, 7305, 2078.680428
16, 16, 13.321928, 3, 2605587, 21.313177, 85373, 16.381492, 4074, 2688.747622
16, 16, 13.321928, 3, 1262757, 20.268146, 41081, 15.326184, 1974, 1025.751212
16, 16, 13.321928, 3, 5015922, 22.258083, 162215, 17.307548, 7842, 2362.389245
16, 16, 13.321928, 3, 1417438, 20.434854, 46583, 15.507516, 2216, 1800.271751
16, 16, 13.321928, 3, 1579500, 20.591037, 51471, 15.651472, 2469, 1371.086179
16, 16, 13.321928, 3, 9126633, 23.121651, 297485, 18.182457, 14270, 6361.704920
16, 16, 13.321928, 3, 13673700, 23.704900, 444042, 18.760337, 21380, 10708.560974
16, 16, 13.321928, 3, 4518403, 22.107382, 147024, 17.165692, 7064, 3690.510326
16, 16, 13.321928, 3, 105838, 16.691498, 3464, 11.758223, 165, 63.198164
16, 16, 13.321928, 4, 1081186, 20.044183, 61732, 15.913731, 1695, 1312.892923
16, 16, 13.321928, 4, 707812, 19.433007, 40810, 15.316635, 1109, 784.006601
