C_size,A_size,log2(nbytes),difficulty,#distinguished_points,log2(#distinguished_points),#collisions,log2(#collisions),#updates,time(sec)
16, 16, 16.321928, 0, 6566638, 22.646723, 242311, 17.886500, 1282, 339.421517
16, 16, 16.321928, 0, 4551188, 22.117812, 167392, 17.352871, 888, 203.518542
16, 16, 16.321928, 0, 5500897, 22.391235, 202579, 17.628125, 1074, 401.473697
16, 16, 16.321928, 0, 36802, 15.167497, 1311, 10.356452, 7, 18.201756
16, 16, 16.321928, 0, 11523564, 23.458084, 424609, 18.695775, 2250, 415.353471
16, 16, 16.321928, 1, 8522, 13.056976, 674, 9.396605, 1, 7.658749
16, 16, 16.321928, 1, 3545116, 21.757401, 253002, 17.948789, 692, 569.782532
16, 16, 16.321928, 1, 3198506, 21.608967, 229839, 17.810264, 624, 836.714843
16, 16, 16.321928, 1, 3306210, 21.656747, 237275, 17.856201, 645, 411.065046
16, 16, 16.321928, 1, 219072, 17.741046, 15700, 13.938477, 42, 39.090789
16, 16, 16.321928, 1, 2079841, 20.988042, 148947, 17.184440, 406, 225.881703
16, 16, 16.321928, 1, 752270, 19.520891, 53981, 15.720164, 146, 219.594428
16, 16, 16.321928, 1, 2654057, 21.339768, 190714, 17.541051, 518, 344.950299
16, 16, 16.321928, 1, 197893, 17.594361, 14089, 13.782282, 38, 31.024891
16, 16, 16.321928, 1, 536964, 19.034466, 38609, 15.236650, 104, 96.303239
16, 16, 16.321928, 1, 533945, 19.026332, 38212, 15.221738, 104, 77.252597
16, 16, 16.321928, 1, 2474373, 21.238632, 176649, 17.430526, 483, 274.111430
16, 16, 16.321928, 1, 12917890, 23.622867, 925530, 19.819920, 2523, 2924.929909
16, 16, 16.321928, 1, 1929386, 20.879710, 138112, 17.075479, 376, 384.545201
16, 16, 16.321928, 1, 19817, 14.274451, 1398, 10.449149, 3, 29.486557
16, 16, 16.321928, 1, 1292259, 20.301464, 92609, 16.498865, 252, 302.322864
16, 16, 16.321928, 1, 545520, 19.057273, 38724, 15.240940, 106, 65.788408
16, 16, 16.321928, 1, 270411, 18.044794, 19127, 14.223323, 52, 36.098257
16, 16, 16.321928, 1, 718097, 19.453819, 51493, 15.652089, 140, 145.759419
16, 16, 16.321928, 1, 37816, 15.206709, 2749, 11.424691, 7, 10.938804
16, 16, 16.321928, 1, 276262, 18.075678, 19604, 14.258860, 53, 60.878124
16, 16, 16.321928, 1, 1598402, 20.608199, 114540, 16.805492, 312, 411.630539
16, 16, 16.321928, 1, 4683012, 22.159005, 334471, 18.351522, 914, 566.023816
16, 16, 16.321928, 1, 1248530, 20.251799, 89181, 16.444449, 243, 241.583700
16, 16, 16.321928, 1, 6547742, 22.642566, 468870, 18.838828, 1278, 1484.617579
16, 16, 16.321928, 1, 513181, 18.969108, 36779, 15.166595, 100, 109.726870
16, 16, 16.321928, 1, 13433489, 23.679331, 962641, 19.876638, 2623, 2296.699178
16, 16, 16.321928, 1, 553906, 19.079282, 39473, 15.268579, 108, 86.799069
16, 16, 16.321928, 1, 3704846, 21.820982, 264975, 18.015497, 723, 695.770522
16, 16, 16.321928, 1, 3191627, 21.605861, 228451, 17.801525, 623, 387.407805
16, 16, 16.321928, 1, 2645571, 21.335148, 188747, 17.526094, 516, 874.783355
16, 16, 16.321928, 1, 260703, 17.992048, 18780, 14.196909, 50, 91.878225
16, 16, 16.321928, 2, 113605, 16.793667, 13755, 13.747669, 22, 52.502622
16, 16, 16.321928, 2, 2307289, 21.137767, 280038, 18.095263, 450, 887.204360
16, 16, 16.321928, 2, 54751, 15.740598, 6517, 12.669992, 10, 41.029611
16, 16, 16.321928, 2, 825737, 19.655323, 100535, 16.617338, 161, 219.102526
16, 16, 16.321928, 2, 2369682, 21.176262, 287870, 18.135058, 462, 1251.199202
16, 16, 16.321928, 2, 371121, 18.501530, 45460, 15.472310, 72, 192.537479
16, 16, 16.321928, 2, 1068969, 20.027789, 129502, 16.982615, 208, 323.119285
16, 16, 16.321928, 2, 4036728, 21.944755, 490749, 18.904626, 788, 2382.671593
16, 16, 16.321928, 2, 490919, 18.905125, 60077, 15.874525, 95, 220.322772
16, 16, 16.321928, 2, 1145416, 20.127440, 138857, 17.083240, 223, 340.247923
16, 16, 16.321928, 2, 354201, 18.434209, 43340, 15.403412, 69, 163.224118
16, 16, 16.321928, 2, 778976, 19.571219, 94333, 16.525475, 152, 220.679243
16, 16, 16.321928, 2, 384103, 18.551134, 46505, 15.505098, 75, 440.954169
16, 16, 16.321928, 2, 5174726, 22.303051, 629648, 19.264186, 1010, 1726.735795
16, 16, 16.321928, 2, 1111814, 20.084484, 135153, 17.044234, 217, 725.631689
16, 16, 16.321928, 2, 1123546, 20.099628, 136648, 17.060105, 219, 412.054601
16, 16, 16.321928, 2, 1641195, 20.646315, 199934, 17.609164, 320, 646.869083
16, 16, 16.321928, 2, 1032010, 19.977026, 124957, 16.931072, 201, 356.147270
16, 16, 16.321928, 2, 505569, 18.947548, 61248, 15.902375, 98, 270.488909
16, 16, 16.321928, 2, 511571, 18.964575, 62173, 15.924001, 99, 133.746990
16, 16, 16.321928, 2, 3275834, 21.643431, 398620, 18.604655, 639, 2649.073735
16, 16, 16.321928, 2, 1941800, 20.888963, 236852, 17.853626, 379, 678.179222
16, 16, 16.321928, 2, 2831896, 21.433337, 342876, 18.387327, 553, 1991.183504
16, 16, 16.321928, 2, 3546036, 21.757776, 429693, 18.712947, 692, 1521.413868
16, 16, 16.321928, 2, 1193361, 20.186599, 146218, 17.157761, 233, 356.312086
16, 16, 16.321928, 2, 387743, 18.564741, 46913, 15.517700, 75, 208.882586
16, 16, 16.321928, 2, 1761959, 20.748749, 214940, 17.713574, 344, 1124.999987
16, 16, 16.321928, 2, 2442762, 21.220082, 297161, 18.180885, 477, 617.582099
16, 16, 16.321928, 2, 214200, 17.708599, 26313, 14.683488, 41, 153.667408
16, 16, 16.321928, 2, 3088765, 21.558599, 376054, 18.520580, 603, 807.032079
16, 16, 16.321928, 2, 477635, 18.865549, 57947, 15.822446, 93, 399.574556
16, 16, 16.321928, 2, 35581, 15.118819, 4275, 12.061709, 6, 33.612541
16, 16, 16.321928, 3, 107739, 16.717181, 20785, 14.343255, 21, 98.903402
16, 16, 16.321928, 3, 610443, 19.219497, 119926, 16.871785, 119, 428.503071
16, 16, 16.321928, 3, 278002, 18.084736, 55114, 15.750131, 54, 146.299867
16, 16, 16.321928, 3, 1114711, 20.088238, 218982, 17.740453, 217, 1074.302981
16, 16, 16.321928, 3, 945542, 19.850782, 186750, 17.510749, 184, 427.495522
16, 16, 16.321928, 3, 340622, 18.377812, 66909, 16.029913, 66, 617.198547
16, 16, 16.321928, 3, 1390843, 20.407528, 273318, 18.060221, 271, 756.567249
16, 16, 16.321928, 3, 40835, 15.317519, 7870, 12.942148, 7, 38.815569
16, 16, 16.321928, 3, 1380855, 20.397130, 271395, 18.050035, 269, 1096.860662
16, 16, 16.321928, 3, 1836556, 20.808571, 360216, 18.458503, 358, 1178.471849
16, 16, 16.321928, 3, 605349, 19.207408, 118276, 16.851798, 118, 451.931497
16, 16, 16.321928, 3, 740049, 19.497261, 146750, 17.163001, 144, 702.212178
16, 16, 16.321928, 3, 1674693, 20.675465, 329621, 18.330449, 327, 1540.764495
16, 16, 16.321928, 3, 72274, 16.141189, 13966, 13.769631, 14, 41.470132
16, 16, 16.321928, 3, 266685, 18.024777, 52378, 15.676673, 52, 304.715299
16, 16, 16.321928, 3, 2561689, 21.288664, 503277, 18.940993, 500, 2219.991276
16, 16, 16.321928, 3, 447776, 18.772418, 87858, 16.422886, 87, 280.845016
16, 16, 16.321928, 3, 763342, 19.541970, 149709, 17.191801, 149, 976.821048
16, 16, 16.321928, 3, 391854, 18.579957, 76694, 16.226826, 76, 747.994435
16, 16, 16.321928, 3, 262760, 18.003386, 52853, 15.689698, 51, 355.437114
16, 16, 16.321928, 3, 205971, 17.652082, 41156, 15.328815, 40, 98.871376
16, 16, 16.321928, 3, 207040, 17.659550, 41343, 15.335355, 40, 172.259046
16, 16, 16.321928, 3, 732892, 19.483241, 143655, 17.132249, 143, 371.466967
16, 16, 16.321928, 3, 1450398, 20.468017, 285590, 18.123586, 283, 584.251321
16, 16, 16.321928, 3, 1554974, 20.568459, 304542, 18.216282, 304, 1541.994920
16, 16, 16.321928, 3, 91488, 16.481295, 18197, 14.151413, 17, 79.257510
16, 16, 16.321928, 3, 190003, 17.535663, 37513, 15.195103, 37, 209.136611
16, 16, 16.321928, 3, 102706, 16.648161, 20317, 14.310400, 20, 78.295418
16, 16, 16.321928, 3, 2944912, 21.489793, 577328, 19.139032, 575, 2529.306726
16, 16, 16.321928, 3, 633360, 19.272666, 123742, 16.916976, 123, 843.647537
16, 16, 16.321928, 3, 129602, 16.983728, 25210, 14.621708, 25, 22.911746
16, 16, 16.321928, 3, 1411046, 20.428334, 275402, 18.071180, 275, 1907.289891
16, 16, 16.321928, 4, 289527, 18.143338, 82672, 16.335111, 56, 237.821158
16, 16, 16.321928, 4, 78394, 16.258456, 23309, 14.508599, 15, 80.919667
16, 16, 16.321928, 4, 1713691, 20.708676, 496413, 18.921181, 336, 2856.261925
16, 16, 16.321928, 4, 168999, 17.366655, 49174, 15.585608, 33, 216.030998
16, 16, 16.321928, 4, 225661, 17.783798, 65240, 15.993469, 44, 485.754919
16, 16, 16.321928, 4, 90484, 16.465375, 25905, 14.660943, 17, 167.932882
16, 16, 16.321928, 4, 548402, 19.064874, 160562, 17.292771, 107, 1035.652980
16, 16, 16.321928, 4, 122102, 16.897727, 35026, 15.096139, 23, 204.754700
16, 16, 16.321928, 4, 935406, 19.835233, 271391, 18.050013, 183, 13595.400263
16, 16, 16.321928, 4, 1162139, 20.148351, 334534, 18.351793, 227, 1354.524608
16, 16, 16.321928, 4, 928892, 19.825151, 268496, 18.034541, 182, 3799.151302
16, 16, 16.321928, 4, 2179111, 21.055308, 633948, 19.274005, 427, 2965.053539
16, 16, 16.321928, 4, 188786, 17.526392, 54604, 15.736719, 37, 267.382402
16, 16, 16.321928, 4, 914335, 19.802363, 266322, 18.022812, 179, 1585.772527
16, 16, 16.321928, 4, 1802146, 20.781284, 527062, 19.007613, 353, 2052.841810
16, 16, 16.321928, 4, 97170, 16.568223, 27870, 14.766425, 19, 88.907158
16, 16, 16.321928, 4, 14467, 13.820478, 4031, 11.976922, 2, 80.380241
16, 16, 16.321928, 4, 2127081, 21.020444, 619911, 19.241702, 416, 3817.023941
16, 16, 16.321928, 4, 1139600, 20.120096, 331293, 18.337748, 223, 1841.648721
16, 16, 16.321928, 4, 293547, 18.163232, 85297, 16.380207, 57, 178.851038
16, 16, 16.321928, 4, 2729477, 21.380193, 789977, 19.591451, 535, 6743.036469
16, 16, 16.321928, 4, 293777, 18.164362, 85808, 16.388825, 57, 977.573269
16, 16, 16.321928, 4, 155338, 17.245051, 46007, 15.489566, 30, 228.553483
16, 16, 16.321928, 4, 645993, 19.301159, 186059, 17.505401, 126, 851.586586
16, 16, 16.321928, 4, 208640, 17.670656, 61039, 15.897444, 40, 602.169896
16, 16, 16.321928, 4, 244612, 17.900136, 70960, 16.114718, 47, 492.706642
16, 16, 16.321928, 4, 1175127, 20.164385, 344763, 18.395245, 230, 5165.178971
16, 16, 16.321928, 4, 131475, 17.004429, 37663, 15.200860, 25, 297.867590
16, 16, 16.321928, 4, 187974, 17.520174, 54997, 15.747065, 36, 130.811542
16, 16, 16.321928, 4, 2535527, 21.273854, 738959, 19.495135, 497, 25006.591063
16, 16, 16.321928, 4, 231877, 17.823000, 66951, 16.030818, 45, 209.518044
16, 16, 16.321928, 4, 1005906, 19.940064, 289542, 18.143413, 197, 3495.380542
16, 16, 16.321928, 5, 396794, 18.598031, 163814, 17.321699, 78, 1246.638478
16, 16, 16.321928, 5, 611870, 19.222866, 245884, 17.907618, 121, 5468.185534
16, 16, 16.321928, 5, 225868, 17.785120, 92280, 16.493730, 44, 2871.596017
16, 16, 16.321928, 5, 188906, 17.527309, 75276, 16.199902, 37, 2434.369124
16, 16, 16.321928, 5, 228605, 17.802497, 93102, 16.506525, 45, 1086.762660
16, 16, 16.321928, 5, 52293, 15.674330, 21855, 14.415676, 10, 788.038941
16, 16, 16.321928, 5, 127307, 16.957952, 51385, 15.649060, 25, 649.236181
16, 16, 16.321928, 5, 93800, 16.517300, 37776, 15.205182, 18, 547.578559
16, 16, 16.321928, 5, 142539, 17.120997, 58519, 15.836617, 28, 441.554849
16, 16, 16.321928, 5, 715089, 19.447763, 291056, 18.150937, 142, 2014.322303
